comparison_id,canonical_id,local_observation_id,external_observation_id,price_type,semantic_key,local_value,external_value,local_unit,external_unit,local_temporal_status,external_temporal_status,comparison_status,difference_amount,difference_percent,resolution,resolution_reason,requires_manual_review
comp_0009,can_cada872752b2,obs_0020,obs_ext_0008,parking,can_cada872752b2_parking_all_days_general_car,10000.0,10000.0,per_vehicle,per_car,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0010,can_1f6b9f3c2ceb,,obs_ext_0009,camping,can_1f6b9f3c2ceb_camping_all_days_general_not_applicable,,20000.0,,per_person,,recent_external_unverified,external_only,,,resolved,No local price observations exist for this type.,False
comp_0011,can_a0d4ca18f1f7,,obs_ext_0010,entry_ticket,can_a0d4ca18f1f7_entry_ticket_all_days_general_not_applicable,,0.0,,per_person,,recent_external_unverified,external_only,,,resolved,No local price observations exist for this type.,False
comp_0012,can_17b24ba62485,obs_0026,obs_ext_0011,entry_ticket,can_17b24ba62485_entry_ticket_weekday_general_not_applicable,35000.0,35000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0013,can_17b24ba62485,obs_0027,obs_ext_0012,entry_ticket,can_17b24ba62485_entry_ticket_weekend_general_not_applicable,45000.0,45000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0014,can_2850f83ad341,obs_0032,obs_ext_0013,entry_ticket,can_2850f83ad341_entry_ticket_all_days_general_not_applicable,10000.0,10000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0015,can_58c471e76647,obs_0033,obs_ext_0014,entry_ticket,can_58c471e76647_entry_ticket_weekday_child_not_applicable,35000.0,35000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0016,can_58c471e76647,obs_0037,obs_ext_0014,entry_ticket,can_58c471e76647_entry_ticket_weekday_child_not_applicable,40000.0,35000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,5000.0,12.5,resolved,Audit match: historical_difference,False
comp_0017,can_58c471e76647,obs_0034,obs_ext_0015,entry_ticket,can_58c471e76647_entry_ticket_weekday_adult_not_applicable,40000.0,40000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0018,can_58c471e76647,obs_0037,obs_ext_0015,entry_ticket,can_58c471e76647_entry_ticket_weekday_adult_not_applicable,40000.0,40000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0019,can_58c471e76647,obs_0033,obs_ext_0016,entry_ticket,can_58c471e76647_entry_ticket_weekend_child_not_applicable,35000.0,40000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,5000.0,14.285714285714285,resolved,Audit match: historical_difference,False
comp_0020,can_58c471e76647,obs_0037,obs_ext_0016,entry_ticket,can_58c471e76647_entry_ticket_weekend_child_not_applicable,40000.0,40000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0021,can_58c471e76647,obs_0034,obs_ext_0017,entry_ticket,can_58c471e76647_entry_ticket_weekend_adult_not_applicable,40000.0,50000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,10000.0,25.0,resolved,Audit match: historical_difference,False
comp_0022,can_58c471e76647,obs_0037,obs_ext_0017,entry_ticket,can_58c471e76647_entry_ticket_weekend_adult_not_applicable,40000.0,50000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,10000.0,25.0,resolved,Audit match: historical_difference,False
comp_0023,can_1a46f7a6372c,obs_0042,obs_ext_0018,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,50000.0,30000.0,per_person,per_person,historical,recent_external_unverified,historical_difference,20000.0,40.0,resolved,Audit match: historical_difference,False
comp_0024,can_1a46f7a6372c,obs_0046,obs_ext_0018,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,4.5,30000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,29995.5,666566.6666666667,unresolved,Audit match: different_current_price,True
comp_0025,can_1a46f7a6372c,obs_0048,obs_ext_0018,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,2026.0,30000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,27974.0,1380.750246791708,unresolved,Audit match: different_current_price,True
comp_0026,can_1a46f7a6372c,obs_0049,obs_ext_0018,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,81277778888.0,30000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,81277748888.0,99.99996308954256,unresolved,Audit match: different_current_price,True
comp_0027,can_1a46f7a6372c,obs_0042,obs_ext_0019,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,50000.0,150000.0,per_person,per_person,historical,recent_external_unverified,historical_difference,100000.0,200.0,resolved,Audit match: historical_difference,False
comp_0028,can_1a46f7a6372c,obs_0046,obs_ext_0019,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,4.5,150000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,149995.5,3333233.333333333,unresolved,Audit match: different_current_price,True
comp_0029,can_1a46f7a6372c,obs_0048,obs_ext_0019,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,2026.0,150000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,147974.0,7303.751233958539,unresolved,Audit match: different_current_price,True
comp_0030,can_1a46f7a6372c,obs_0049,obs_ext_0019,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,81277778888.0,150000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,81277628888.0,99.9998154477127,unresolved,Audit match: different_current_price,True
comp_0031,can_1a46f7a6372c,obs_0039,obs_ext_0020,parking,can_1a46f7a6372c_parking_all_days_general_motorcycle,10000.0,5000.0,per_vehicle,per_motorcycle,historical,recent_external_unverified,historical_difference,5000.0,50.0,resolved,Audit match: historical_difference,False
comp_0032,can_1a46f7a6372c,obs_0039,obs_ext_0021,parking,can_1a46f7a6372c_parking_all_days_general_car,10000.0,10000.0,per_vehicle,per_car,historical,recent_external_unverified,match,0.0,0.0,resolved,Audit match: match,False
comp_0033,can_5dd47abc65d1,obs_0057,obs_ext_0022,entry_ticket,can_5dd47abc65d1_entry_ticket_all_days_general_not_applicable,45000.0,30000.0,per_group,per_person,historical,recent_external_unverified,historical_difference,15000.0,33.33333333333333,resolved,Audit match: historical_difference,False
comp_0034,can_5dd47abc65d1,obs_0058,obs_ext_0022,entry_ticket,can_5dd47abc65d1_entry_ticket_all_days_general_not_applicable,30000.0,30000.0,per_person,per_person,historical,recent_external_unverified,match,0.0,0.0,resolved,Audit match: match,False
comp_0001,can_1fef284e7d10,,obs_ext_0001,boat,can_1fef284e7d10_boat_all_days_general_not_applicable,,500000.0,,per_person,,official_live_unbounded,external_only,,,resolved,No local price observations exist for this type.,False
comp_0002,can_1fef284e7d10,obs_0001,obs_ext_0002,package,can_1fef284e7d10_package_all_days_general_not_applicable,270000.0,250000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,20000.0,7.4074074074074066,resolved,Audit match: historical_difference,False
comp_0003,can_151f3bbf542d,obs_0008,obs_ext_0003,entry_ticket,can_151f3bbf542d_entry_ticket_all_days_general_not_applicable,35000.0,35000.0,per_person,per_person,historical,verified_current,match,0.0,0.0,resolved,Audit match: match,False
comp_0004,can_151f3bbf542d,obs_0012,obs_ext_0004,parking,can_151f3bbf542d_parking_all_days_general_motorcycle,10000.0,5000.0,per_vehicle,per_motorcycle,historical,verified_current,historical_difference,5000.0,50.0,resolved,Audit match: historical_difference,False
comp_0005,can_151f3bbf542d,obs_0012,obs_ext_0005,parking,can_151f3bbf542d_parking_all_days_general_car,10000.0,10000.0,per_vehicle,per_car,historical,verified_current,match,0.0,0.0,resolved,Audit match: match,False
comp_0006,can_cada872752b2,obs_0016,obs_ext_0006,entry_ticket,can_cada872752b2_entry_ticket_all_days_general_not_applicable,100000.0,25000.0,per_vehicle,per_person,historical,official_live_unbounded,historical_difference,75000.0,75.0,resolved,Audit match: historical_difference,False
comp_0007,can_cada872752b2,obs_0018,obs_ext_0006,entry_ticket,can_cada872752b2_entry_ticket_all_days_general_not_applicable,75000.0,25000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,50000.0,66.66666666666666,resolved,Audit match: historical_difference,False
comp_0008,can_cada872752b2,obs_0025,obs_ext_0007,rental,can_cada872752b2_rental_all_days_general_not_applicable,100000.0,100000.0,per_unit,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0009,can_cada872752b2,obs_0020,obs_ext_0008,parking,can_cada872752b2_parking_all_days_general_car,10000.0,10000.0,per_vehicle,per_car,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0010,can_1f6b9f3c2ceb,,obs_ext_0009,camping,can_1f6b9f3c2ceb_camping_all_days_general_not_applicable,,20000.0,,per_person,,recent_external_unverified,external_only,,,resolved,No local price observations exist for this type.,False
comp_0011,can_a0d4ca18f1f7,,obs_ext_0010,entry_ticket,can_a0d4ca18f1f7_entry_ticket_all_days_general_not_applicable,,0.0,,per_person,,recent_external_unverified,external_only,,,resolved,No local price observations exist for this type.,False
comp_0012,can_17b24ba62485,obs_0026,obs_ext_0011,entry_ticket,can_17b24ba62485_entry_ticket_weekday_general_not_applicable,35000.0,35000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0013,can_17b24ba62485,obs_0027,obs_ext_0012,entry_ticket,can_17b24ba62485_entry_ticket_weekend_general_not_applicable,45000.0,45000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0014,can_2850f83ad341,obs_0032,obs_ext_0013,entry_ticket,can_2850f83ad341_entry_ticket_all_days_general_not_applicable,10000.0,10000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0015,can_58c471e76647,obs_0033,obs_ext_0014,entry_ticket,can_58c471e76647_entry_ticket_weekday_child_not_applicable,35000.0,35000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0016,can_58c471e76647,obs_0037,obs_ext_0014,entry_ticket,can_58c471e76647_entry_ticket_weekday_child_not_applicable,40000.0,35000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,5000.0,12.5,resolved,Audit match: historical_difference,False
comp_0017,can_58c471e76647,obs_0034,obs_ext_0015,entry_ticket,can_58c471e76647_entry_ticket_weekday_adult_not_applicable,40000.0,40000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0018,can_58c471e76647,obs_0037,obs_ext_0015,entry_ticket,can_58c471e76647_entry_ticket_weekday_adult_not_applicable,40000.0,40000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0019,can_58c471e76647,obs_0033,obs_ext_0016,entry_ticket,can_58c471e76647_entry_ticket_weekend_child_not_applicable,35000.0,40000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,5000.0,14.285714285714285,resolved,Audit match: historical_difference,False
comp_0020,can_58c471e76647,obs_0037,obs_ext_0016,entry_ticket,can_58c471e76647_entry_ticket_weekend_child_not_applicable,40000.0,40000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0021,can_58c471e76647,obs_0034,obs_ext_0017,entry_ticket,can_58c471e76647_entry_ticket_weekend_adult_not_applicable,40000.0,50000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,10000.0,25.0,resolved,Audit match: historical_difference,False
comp_0022,can_58c471e76647,obs_0037,obs_ext_0017,entry_ticket,can_58c471e76647_entry_ticket_weekend_adult_not_applicable,40000.0,50000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,10000.0,25.0,resolved,Audit match: historical_difference,False
comp_0023,can_1a46f7a6372c,obs_0042,obs_ext_0018,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,50000.0,30000.0,per_person,per_person,historical,recent_external_unverified,historical_difference,20000.0,40.0,resolved,Audit match: historical_difference,False
comp_0024,can_1a46f7a6372c,obs_0046,obs_ext_0018,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,4.5,30000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,29995.5,666566.6666666667,unresolved,Audit match: different_current_price,True
comp_0025,can_1a46f7a6372c,obs_0048,obs_ext_0018,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,2026.0,30000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,27974.0,1380.750246791708,unresolved,Audit match: different_current_price,True
comp_0026,can_1a46f7a6372c,obs_0049,obs_ext_0018,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,81277778888.0,30000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,81277748888.0,99.99996308954256,unresolved,Audit match: different_current_price,True
comp_0027,can_1a46f7a6372c,obs_0042,obs_ext_0019,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,50000.0,150000.0,per_person,per_person,historical,recent_external_unverified,historical_difference,100000.0,200.0,resolved,Audit match: historical_difference,False
comp_0028,can_1a46f7a6372c,obs_0046,obs_ext_0019,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,4.5,150000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,149995.5,3333233.333333333,unresolved,Audit match: different_current_price,True
comp_0029,can_1a46f7a6372c,obs_0048,obs_ext_0019,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,2026.0,150000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,147974.0,7303.751233958539,unresolved,Audit match: different_current_price,True
comp_0030,can_1a46f7a6372c,obs_0049,obs_ext_0019,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,81277778888.0,150000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,81277628888.0,99.9998154477127,unresolved,Audit match: different_current_price,True
comp_0031,can_1a46f7a6372c,obs_0039,obs_ext_0020,parking,can_1a46f7a6372c_parking_all_days_general_motorcycle,10000.0,5000.0,per_vehicle,per_motorcycle,historical,recent_external_unverified,historical_difference,5000.0,50.0,resolved,Audit match: historical_difference,False
comp_0032,can_1a46f7a6372c,obs_0039,obs_ext_0021,parking,can_1a46f7a6372c_parking_all_days_general_car,10000.0,10000.0,per_vehicle,per_car,historical,recent_external_unverified,match,0.0,0.0,resolved,Audit match: match,False
comp_0033,can_5dd47abc65d1,obs_0057,obs_ext_0022,entry_ticket,can_5dd47abc65d1_entry_ticket_all_days_general_not_applicable,45000.0,30000.0,per_group,per_person,historical,recent_external_unverified,historical_difference,15000.0,33.33333333333333,resolved,Audit match: historical_difference,False
comp_0034,can_5dd47abc65d1,obs_0058,obs_ext_0022,entry_ticket,can_5dd47abc65d1_entry_ticket_all_days_general_not_applicable,30000.0,30000.0,per_person,per_person,historical,recent_external_unverified,match,0.0,0.0,resolved,Audit match: match,False
comp_0001,can_1fef284e7d10,,obs_ext_0001,boat,can_1fef284e7d10_boat_all_days_general_not_applicable,,500000.0,,per_person,,official_live_unbounded,external_only,,,resolved,No local price observations exist for this type.,False
comp_0002,can_1fef284e7d10,obs_0001,obs_ext_0002,package,can_1fef284e7d10_package_all_days_general_not_applicable,270000.0,250000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,20000.0,7.4074074074074066,resolved,Audit match: historical_difference,False
comp_0003,can_151f3bbf542d,obs_0008,obs_ext_0003,entry_ticket,can_151f3bbf542d_entry_ticket_all_days_general_not_applicable,35000.0,35000.0,per_person,per_person,historical,verified_current,match,0.0,0.0,resolved,Audit match: match,False
comp_0004,can_151f3bbf542d,obs_0012,obs_ext_0004,parking,can_151f3bbf542d_parking_all_days_general_motorcycle,10000.0,5000.0,per_vehicle,per_motorcycle,historical,verified_current,historical_difference,5000.0,50.0,resolved,Audit match: historical_difference,False
comp_0005,can_151f3bbf542d,obs_0012,obs_ext_0005,parking,can_151f3bbf542d_parking_all_days_general_car,10000.0,10000.0,per_vehicle,per_car,historical,verified_current,match,0.0,0.0,resolved,Audit match: match,False
comp_0006,can_cada872752b2,obs_0016,obs_ext_0006,entry_ticket,can_cada872752b2_entry_ticket_all_days_general_not_applicable,100000.0,25000.0,per_vehicle,per_person,historical,official_live_unbounded,historical_difference,75000.0,75.0,resolved,Audit match: historical_difference,False
comp_0007,can_cada872752b2,obs_0018,obs_ext_0006,entry_ticket,can_cada872752b2_entry_ticket_all_days_general_not_applicable,75000.0,25000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,50000.0,66.66666666666666,resolved,Audit match: historical_difference,False
comp_0008,can_cada872752b2,obs_0025,obs_ext_0007,rental,can_cada872752b2_rental_all_days_general_not_applicable,100000.0,100000.0,per_unit,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0009,can_cada872752b2,obs_0020,obs_ext_0008,parking,can_cada872752b2_parking_all_days_general_car,10000.0,10000.0,per_vehicle,per_car,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0010,can_1f6b9f3c2ceb,,obs_ext_0009,camping,can_1f6b9f3c2ceb_camping_all_days_general_not_applicable,,20000.0,,per_person,,recent_external_unverified,external_only,,,resolved,No local price observations exist for this type.,False
comp_0011,can_a0d4ca18f1f7,,obs_ext_0010,entry_ticket,can_a0d4ca18f1f7_entry_ticket_all_days_general_not_applicable,,0.0,,per_person,,recent_external_unverified,external_only,,,resolved,No local price observations exist for this type.,False
comp_0012,can_17b24ba62485,obs_0026,obs_ext_0011,entry_ticket,can_17b24ba62485_entry_ticket_weekday_general_not_applicable,35000.0,35000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0013,can_17b24ba62485,obs_0027,obs_ext_0012,entry_ticket,can_17b24ba62485_entry_ticket_weekend_general_not_applicable,45000.0,45000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0014,can_2850f83ad341,obs_0032,obs_ext_0013,entry_ticket,can_2850f83ad341_entry_ticket_all_days_general_not_applicable,10000.0,10000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0015,can_58c471e76647,obs_0033,obs_ext_0014,entry_ticket,can_58c471e76647_entry_ticket_weekday_child_not_applicable,35000.0,35000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0016,can_58c471e76647,obs_0037,obs_ext_0014,entry_ticket,can_58c471e76647_entry_ticket_weekday_child_not_applicable,40000.0,35000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,5000.0,12.5,resolved,Audit match: historical_difference,False
comp_0017,can_58c471e76647,obs_0034,obs_ext_0015,entry_ticket,can_58c471e76647_entry_ticket_weekday_adult_not_applicable,40000.0,40000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0018,can_58c471e76647,obs_0037,obs_ext_0015,entry_ticket,can_58c471e76647_entry_ticket_weekday_adult_not_applicable,40000.0,40000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0019,can_58c471e76647,obs_0033,obs_ext_0016,entry_ticket,can_58c471e76647_entry_ticket_weekend_child_not_applicable,35000.0,40000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,5000.0,14.285714285714285,resolved,Audit match: historical_difference,False
comp_0020,can_58c471e76647,obs_0037,obs_ext_0016,entry_ticket,can_58c471e76647_entry_ticket_weekend_child_not_applicable,40000.0,40000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0021,can_58c471e76647,obs_0034,obs_ext_0017,entry_ticket,can_58c471e76647_entry_ticket_weekend_adult_not_applicable,40000.0,50000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,10000.0,25.0,resolved,Audit match: historical_difference,False
comp_0022,can_58c471e76647,obs_0037,obs_ext_0017,entry_ticket,can_58c471e76647_entry_ticket_weekend_adult_not_applicable,40000.0,50000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,10000.0,25.0,resolved,Audit match: historical_difference,False
comp_0023,can_1a46f7a6372c,obs_0042,obs_ext_0018,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,50000.0,30000.0,per_person,per_person,historical,recent_external_unverified,historical_difference,20000.0,40.0,resolved,Audit match: historical_difference,False
comp_0024,can_1a46f7a6372c,obs_0046,obs_ext_0018,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,4.5,30000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,29995.5,666566.6666666667,unresolved,Audit match: different_current_price,True
comp_0025,can_1a46f7a6372c,obs_0048,obs_ext_0018,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,2026.0,30000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,27974.0,1380.750246791708,unresolved,Audit match: different_current_price,True
comp_0026,can_1a46f7a6372c,obs_0049,obs_ext_0018,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,81277778888.0,30000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,81277748888.0,99.99996308954256,unresolved,Audit match: different_current_price,True
comp_0027,can_1a46f7a6372c,obs_0042,obs_ext_0019,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,50000.0,150000.0,per_person,per_person,historical,recent_external_unverified,historical_difference,100000.0,200.0,resolved,Audit match: historical_difference,False
comp_0028,can_1a46f7a6372c,obs_0046,obs_ext_0019,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,4.5,150000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,149995.5,3333233.333333333,unresolved,Audit match: different_current_price,True
comp_0029,can_1a46f7a6372c,obs_0048,obs_ext_0019,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,2026.0,150000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,147974.0,7303.751233958539,unresolved,Audit match: different_current_price,True
comp_0030,can_1a46f7a6372c,obs_0049,obs_ext_0019,entry_ticket,can_1a46f7a6372c_entry_ticket_all_days_general_not_applicable,81277778888.0,150000.0,per_person,per_person,unknown_date,recent_external_unverified,different_current_price,81277628888.0,99.9998154477127,unresolved,Audit match: different_current_price,True
comp_0031,can_1a46f7a6372c,obs_0039,obs_ext_0020,parking,can_1a46f7a6372c_parking_all_days_general_motorcycle,10000.0,5000.0,per_vehicle,per_motorcycle,historical,recent_external_unverified,historical_difference,5000.0,50.0,resolved,Audit match: historical_difference,False
comp_0032,can_1a46f7a6372c,obs_0039,obs_ext_0021,parking,can_1a46f7a6372c_parking_all_days_general_car,10000.0,10000.0,per_vehicle,per_car,historical,recent_external_unverified,match,0.0,0.0,resolved,Audit match: match,False
comp_0033,can_5dd47abc65d1,obs_0057,obs_ext_0022,entry_ticket,can_5dd47abc65d1_entry_ticket_all_days_general_not_applicable,45000.0,30000.0,per_group,per_person,historical,recent_external_unverified,historical_difference,15000.0,33.33333333333333,resolved,Audit match: historical_difference,False
comp_0034,can_5dd47abc65d1,obs_0058,obs_ext_0022,entry_ticket,can_5dd47abc65d1_entry_ticket_all_days_general_not_applicable,30000.0,30000.0,per_person,per_person,historical,recent_external_unverified,match,0.0,0.0,resolved,Audit match: match,False
comp_0001,can_1fef284e7d10,,obs_ext_0001,boat,can_1fef284e7d10_boat_all_days_general_not_applicable,,500000.0,,per_person,,official_live_unbounded,external_only,,,resolved,No local price observations exist for this type.,False
comp_0002,can_1fef284e7d10,obs_0001,obs_ext_0002,package,can_1fef284e7d10_package_all_days_general_not_applicable,270000.0,250000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,20000.0,7.4074074074074066,resolved,Audit match: historical_difference,False
comp_0003,can_151f3bbf542d,obs_0008,obs_ext_0003,entry_ticket,can_151f3bbf542d_entry_ticket_all_days_general_not_applicable,35000.0,35000.0,per_person,per_person,historical,verified_current,match,0.0,0.0,resolved,Audit match: match,False
comp_0004,can_151f3bbf542d,obs_0012,obs_ext_0004,parking,can_151f3bbf542d_parking_all_days_general_motorcycle,10000.0,5000.0,per_vehicle,per_motorcycle,historical,verified_current,historical_difference,5000.0,50.0,resolved,Audit match: historical_difference,False
comp_0005,can_151f3bbf542d,obs_0012,obs_ext_0005,parking,can_151f3bbf542d_parking_all_days_general_car,10000.0,10000.0,per_vehicle,per_car,historical,verified_current,match,0.0,0.0,resolved,Audit match: match,False
comp_0006,can_cada872752b2,obs_0016,obs_ext_0006,entry_ticket,can_cada872752b2_entry_ticket_all_days_general_not_applicable,100000.0,25000.0,per_vehicle,per_person,historical,official_live_unbounded,historical_difference,75000.0,75.0,resolved,Audit match: historical_difference,False
comp_0007,can_cada872752b2,obs_0018,obs_ext_0006,entry_ticket,can_cada872752b2_entry_ticket_all_days_general_not_applicable,75000.0,25000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,50000.0,66.66666666666666,resolved,Audit match: historical_difference,False
comp_0008,can_cada872752b2,obs_0025,obs_ext_0007,rental,can_cada872752b2_rental_all_days_general_not_applicable,100000.0,100000.0,per_unit,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0009,can_cada872752b2,obs_0020,obs_ext_0008,parking,can_cada872752b2_parking_all_days_general_car,10000.0,10000.0,per_vehicle,per_car,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0010,can_1f6b9f3c2ceb,,obs_ext_0009,camping,can_1f6b9f3c2ceb_camping_all_days_general_not_applicable,,20000.0,,per_person,,recent_external_unverified,external_only,,,resolved,No local price observations exist for this type.,False
comp_0011,can_a0d4ca18f1f7,,obs_ext_0010,entry_ticket,can_a0d4ca18f1f7_entry_ticket_all_days_general_not_applicable,,0.0,,per_person,,recent_external_unverified,external_only,,,resolved,No local price observations exist for this type.,False
comp_0012,can_17b24ba62485,obs_0026,obs_ext_0011,entry_ticket,can_17b24ba62485_entry_ticket_weekday_general_not_applicable,35000.0,35000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0013,can_17b24ba62485,obs_0027,obs_ext_0012,entry_ticket,can_17b24ba62485_entry_ticket_weekend_general_not_applicable,45000.0,45000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0014,can_2850f83ad341,obs_0032,obs_ext_0013,entry_ticket,can_2850f83ad341_entry_ticket_all_days_general_not_applicable,10000.0,10000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0015,can_58c471e76647,obs_0033,obs_ext_0014,entry_ticket,can_58c471e76647_entry_ticket_weekday_child_not_applicable,35000.0,35000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
comp_0016,can_58c471e76647,obs_0037,obs_ext_0014,entry_ticket,can_58c471e76647_entry_ticket_weekday_child_not_applicable,40000.0,35000.0,per_person,per_person,historical,official_live_unbounded,historical_difference,5000.0,12.5,resolved,Audit match: historical_difference,False
comp_0017,can_58c471e76647,obs_0034,obs_ext_0015,entry_ticket,can_58c471e76647_entry_ticket_weekday_adult_not_applicable,40000.0,40000.0,per_person,per_person,historical,official_live_unbounded,match,0.0,0.0,resolved,Audit match: match,False
