canonical_id,name,region,primary_category,category_tags,description,address,street,city,postal_code,latitude,longitude,website,phone,google_maps_url,google_place_id,rating,review_count,image_url,source_count,metadata_source_count,metadata_completeness_score,mapping_method,mapping_confidence,last_observed_at,metadata_version,website_semantics,operational_status_semantics,address_semantics,phone_semantics,opening_hours_semantics,facilities_semantics,description_semantics,has_address,has_website,has_phone,has_hours,has_facilities
can_adccff754b63,Kampoeng vietnam,Kota Bandar Lampung,other,"[""other""]",,"Jl. Wan Abdurrahman, Sumber Agung, Kec. Kemiling, Kota Bandar Lampung, Lampung 35156, Indonesia",,,,-5.4157651,105.193383,,+6281273437473,https://www.google.com/maps/search/?api=1&query=Kampoeng%20vietnam&query_place_id=ChIJIT_yrzbRQC4RkZRTkZbdbew,ChIJIT_yrzbRQC4RkZRTkZbdbew,4.5,1710.0,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkYiEGa6PKVzkpVFtXP8mEOlsDAJCvtkmkUjd1IeWZmdj1dd7k5f55HjJegxsza2sp862vegTVqVjRZjSGoVzKh8DWXJLKuCR0rndED9HiwNcSVJuVYl5agGoQ1Vo_U1K7JJzG-Sk5MFtjG=w408-h544-k-no,1,1,85,source_record_id,1.0,2026-07-13T02:40:52.459Z,metadata_backfill_pilot_v1,missing,observed,observed,observed,observed,observed,missing,True,False,True,True,True
can_c89e4264540a,Kampung Agrowidya Wisata,Kota Bandar Lampung,agrotourism,"[""nature"", ""agrotourism"", ""park""]",,"J7X5+VMX, Labuhan Dalam, Kec. Tj. Senang, Kota Bandar Lampung, Lampung 35141, Indonesia",,,,-5.3502927,105.2591682,,+6281369209802,https://www.google.com/maps/search/?api=1&query=Kampung%20Agrowidya%20Wisata&query_place_id=ChIJRy-KwiPFQC4R-H_pLL6GhWs,ChIJRy-KwiPFQC4R-H_pLL6GhWs,4.5,167.0,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnxBbBH3dVTPPRWP6hf6TO7k0r9pDZryhRJbly-fhvIm-JNawGovZ8bjb-3Qob4MrG9HBGj4-xM1F2DmzzcfKFuOx1m613d4mKiswXIQlFaaU4lbpcS5nQvoxoIWjV5BqfPrFc=w408-h544-k-no,1,1,85,source_record_id,1.0,2026-07-13T02:40:55.092Z,metadata_backfill_pilot_v1,missing,observed,observed,observed,observed,observed,missing,True,False,True,True,True
can_2b57343dd504,Samar Scout Camp,Kota Bandar Lampung,park,"[""park""]",,"Gg. Bangsa Ratu No.A04, Rajabasa, Kec. Rajabasa, Kota Bandar Lampung, Lampung 35144, Indonesia",,,,-5.3642106,105.2334981,,+628127940863,https://www.google.com/maps/search/?api=1&query=Samar%20Scout%20Camp&query_place_id=ChIJO8TAJk3FQC4RPvhYM1OcIn0,ChIJO8TAJk3FQC4RPvhYM1OcIn0,4.5,174.0,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWktJ06FB4CSIsF6auA7X_pbZU790OQMSFdaQ6u_eTSIEDFhW1ciFhI48M7M4Mmqur5m59v8a-KSARKOH7-vKj-ita4IOLUzN3yYNuiiOYU0G2twxFOuHHWRwSE3IdwJfDPJe_ollg=w426-h240-k-no,1,1,85,source_record_id,1.0,2026-07-13T02:40:55.832Z,metadata_backfill_pilot_v1,missing,observed,observed,observed,observed,observed,missing,True,False,True,True,True
can_30bffb5fae0c,Taman Cintaku,Kota Bandar Lampung,park,"[""park""]",,"J7FJ+V73, Way Dadi, Kec. Sukarame, Kota Bandar Lampung, Lampung 35132, Indonesia",,,,-5.3753637,105.2806842,,,https://www.google.com/maps/search/?api=1&query=Taman%20Cintaku&query_place_id=ChIJHecnp-TbQC4RFYD8ZStO1oE,ChIJHecnp-TbQC4RFYD8ZStO1oE,4.0,3.0,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qHR5Q70KPmXYzNKH9hpGCA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=163.70253&pitch=0&thumbfov=100,1,1,45,source_record_id,1.0,2026-07-13T02:41:17.552Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,missing,missing,True,False,False,False,False
can_48b4908d30ee,pantai duta wisata,Kota Bandar Lampung,beach,"[""nature"", ""recreation"", ""family"", ""beach""]",,"G7F3+723, Sukamaju, Kota Bandar Lampung, Indonesia",,,,-5.476871,105.2525616,,,https://www.google.com/maps/search/?api=1&query=pantai%20duta%20wisata&query_place_id=ChIJ-2QO2_7ZQC4RoQKv8IOmh4c,ChIJ-2QO2_7ZQC4RoQKv8IOmh4c,3.9,15.0,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmTKP2Plje2fmt1b212DmKOnlU925USr5Ha_VAA9eFWJw3_Ks1JHQUFLkgeYip3kjNRROmu1AMJRscca_p5yXb5gbaZYyLcYWo5vxWLpQMeYaHVOQikEpVRleOPdg2ZfigQLp4I=w426-h240-k-no,1,1,60,source_record_id,1.0,2026-07-13T02:41:18.879Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,observed,missing,True,False,False,False,True
can_b32ad9907744,Kawasan Konservasi mangrov kota Bandar Lampung,Kota Bandar Lampung,other,"[""other""]",,"G7V7+899, Jl. P. Pasaran, Kota Karang, Kec. Telukbetung Timur, Kota Bandar Lampung, Lampung, Indonesia",,,,-5.4569647,105.2633169,,,https://www.google.com/maps/search/?api=1&query=Kawasan%20Konservasi%20mangrov%20kota%20Bandar%20Lampung&query_place_id=ChIJJ-44DADZQC4RtgIVji2t40Y,ChIJJ-44DADZQC4RtgIVji2t40Y,5.0,2.0,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkJfDIQMM4f8vQbyneO1G_B-m58UidLm5y_SNYnWw0AWeNetreJAfY1xm6_0qsyjBOVRHrv2FSQa2VbZjEhBTB724_65M_IGb_5FWEwVomDnIM3TZ9qEsR_6bC9wG3TPdjbbIKK=w408-h544-k-no,1,1,60,source_record_id,1.0,2026-07-13T02:41:19.969Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,observed,missing,True,False,False,False,True
can_106ac0f68f3c,Gus Planters,Kabupaten Pesisir Barat,other,"[""other""]",,"G7V5+7H5, Kota Karang, Kec. Telukbetung Timur, Kabupaten Pesisir Barat, Lampung, Indonesia",,,,-5.4568616,105.2589778,,,https://www.google.com/maps/search/?api=1&query=Gus%20Planters&query_place_id=ChIJ602jCADZQC4R6udS6qDjdqI,ChIJ602jCADZQC4R6udS6qDjdqI,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9DVGyVnbK_UlSOJr9c8xAw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=245.4334&pitch=0&thumbfov=100,1,1,60,source_record_id,1.0,2026-07-13T02:41:26.150Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,observed,missing,True,False,False,False,True
can_0f9e92c32c56,MARTADINATA HILLS,Kota Bandar Lampung,hill,"[""nature"", ""hill""]",,"G6HV+78W, Sukamaju, Kec. Tlk. Betung Bar., Kota Bandar Lampung, Lampung 35231, Indonesia",,,,-5.471772,105.2433224,,,https://www.google.com/maps/search/?api=1&query=MARTADINATA%20HILLS&query_place_id=ChIJYZ0tJ3vZQC4RQZwvDgMRLbE,ChIJYZ0tJ3vZQC4RQZwvDgMRLbE,5.0,3.0,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWneW8-63lJ_dJlL-IyAIERBe7beAs0IMe2VSVwTTV7FJMS22t9AwDUmjxY3SddfGVpH4r_hIOrnO72RFZQck7KZcyP5ia_wXVCpMkX-Yp_CXf7s_ZTZm8pZ65g8U07GFKzZECAH=w408-h725-k-no,1,1,60,source_record_id,1.0,2026-07-13T02:41:26.948Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,observed,missing,True,False,False,False,True
can_3616a9efeb0d,Situs Keratuan Balau,Kota Bandar Lampung,history,"[""religious"", ""history"", ""culture""]",,"H7HR+CHW, Jl. H. Sohari, Kedamaian, Kec. Kedamaian, Kota Bandar Lampung, Lampung 35122, Indonesia",,,,-5.4213876,105.291451,,,https://www.google.com/maps/search/?api=1&query=Situs%20Keratuan%20Balau&query_place_id=ChIJKbymFZbbQC4RTdiL5yjd1ts,ChIJKbymFZbbQC4RTdiL5yjd1ts,4.8,13.0,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHoZlIdXTrck6mik6DGi3LdDycybbX7Lofedjx-WbXaiCIIbVbhQtu6c8svrHetPOcCwvi-B927bTzOxuo8jtsSrd_q7RyqM3Z4UwyInRIqx8LiintXNVaUoU2VGadElcN4uWSvNDAqR4R23ELKAl1RVgUhEVS30CIF7VHU7iJkgAt-9R0u_KyDFF7VIW5aX0vNfM8=w408-h306-k-no,1,1,60,source_record_id,1.0,2026-07-13T02:41:48.510Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,observed,missing,True,False,False,False,True
can_04a90c3fe54e,POHON KEHIDUPAN FESINDO,Kota Bandar Lampung,agrotourism,"[""nature"", ""agrotourism"", ""recreation""]",,"Jl. Yos Sudarso No.60, Way Lunik, Kec. Panjang, Kota Bandar Lampung, Lampung, Indonesia",,,,-5.4491938,105.3046166,,,https://www.google.com/maps/search/?api=1&query=POHON%20KEHIDUPAN%20FESINDO&query_place_id=ChIJqYFHxHrZQC4Rj5WrSiIRH4s,ChIJqYFHxHrZQC4Rj5WrSiIRH4s,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=i094oj8A2dAFvLRlfvsSSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=72.29417&pitch=0&thumbfov=100,1,1,60,source_record_id,1.0,2026-07-13T02:41:48.905Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,observed,missing,True,False,False,False,True
can_01a1fc1a6ff9,Kebun langit Group Kepiting Nyablak,Kota Bandar Lampung,agrotourism,"[""nature"", ""agrotourism""]",,"J783+923, Jl. Lambang 3, Labuhan Ratu, Kec. Kedaton, Kota Bandar Lampung, Lampung 35132, Indonesia",,,,-5.3841112,105.2525441,,,https://www.google.com/maps/search/?api=1&query=Kebun%20langit%20Group%20Kepiting%20Nyablak&query_place_id=ChIJB_T3JADbQC4RygZ2MmmP9tU,ChIJB_T3JADbQC4RygZ2MmmP9tU,5.0,2.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXDNqdgVkDOKIb-eMZixcd8mqU4BvpolQKLMxtBUd6C838KDukIjcWcTehBy_leCbyxiFK6cXZEDFbcCptRrguiwQOflhGuYXwXGoHeJXCkdXH4nQf9V9WRMNNmjmtsr8S253l=w408-h725-k-no,1,1,60,source_record_id,1.0,2026-07-13T02:41:54.057Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,observed,missing,True,False,False,False,True
can_00d338703fa6,Taman komarudin,Kota Bandar Lampung,park,"[""park""]",,"M62R+3JP, Jl. H. Komarudin, Rajabasa Raya, Kec. Rajabasa, Kota Bandar Lampung, Lampung 35142, Indonesia",,,,-5.3497933,105.2415814,,,https://www.google.com/maps/search/?api=1&query=Taman%20komarudin&query_place_id=ChIJle2K-9bFQC4RXlOPEXGrY10,ChIJle2K-9bFQC4RXlOPEXGrY10,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFJia4P-KTHpD_h1h7z7yAqf1wMul884k0fCd40I3b9Sz89fThRkNP6WN8Gc2W69oxsItRE-aWbNH3ZIlrVMeKAf_d1BfYmbPGenWFGcyz_-6y_tbXQvR_8UNR0G1PWLIVhsIv46ZixEJo=w408-h544-k-no,1,1,45,source_record_id,1.0,2026-07-13T02:42:32.063Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,missing,missing,True,False,False,False,False
can_02528a834d43,Monk Forest,Kota Bandar Lampung,forest,"[""nature"", ""park"", ""forest""]",,"Jl. Bougenville V, Sukarame, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",,,,-5.387906,105.3106239,,,https://www.google.com/maps/search/?api=1&query=Monk%20Forest&query_place_id=ChIJmU2G5gnbQC4RR2aEoW752sY,ChIJmU2G5gnbQC4RR2aEoW752sY,5.0,8.0,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmxiZPTn1V135j5Ca4dxDNi8yzeJ7PXtD5qAoCAos0XGpxt7-WNFl2gDY5VGB8a3zTTJ4QKBBNdjmdW3zVJjie43wrTaJaq5vpL8KBL7gM9KCSjdvV8IBW_-k7-r5T3KHHz7612=w408-h906-k-no,1,1,75,source_record_id,1.0,2026-07-13T02:43:13.892Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,observed,observed,missing,True,False,False,True,True
can_05c71e49f699,Mural Pengantin Adat Lampung,Kota Bandar Lampung,culture,"[""culture""]",,"H7F5+8GV, Gotong Royong, Kec. Tj. Karang Pusat, Kota Bandar Lampung, Lampung 35212, Indonesia",,,,-5.4266412,105.2587984,,,https://www.google.com/maps/search/?api=1&query=Mural%20Pengantin%20Adat%20Lampung&query_place_id=ChIJ8YeUe3TbQC4R2VI_LB_P5cI,ChIJ8YeUe3TbQC4R2VI_LB_P5cI,5.0,2.0,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmWJ7VtQdw1m_Buyt8ArQRjJH7wU6ru4-D0FTHM2Yw9wbARS4bwItsP3R1vcJ-CWjktSg39dIh6VcD6aSXqmP7TNfNlqGkHxg_2VyrtIRmL5JZDDwViDB17sxXzuc6tnFNZt5Uu=w426-h240-k-no,1,1,75,source_record_id,1.0,2026-07-13T02:43:25.482Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,observed,observed,missing,True,False,False,True,True
can_c11290c7c49e,Curug Mbah Gimo,Kabupaten Lampung Barat,other,"[""other""]",,"V98W+898 Pekon Sukadamai, Sukadamai, Kec. Air Hitam, Kabupaten Lampung Barat, Lampung 34874, Indonesia",,,,-5.1342191,104.3959408,,,https://www.google.com/maps/search/?api=1&query=Curug%20Mbah%20Gimo&query_place_id=ChIJtwiaDURxRy4R450kIjok7qU,ChIJtwiaDURxRy4R450kIjok7qU,4.8,8.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHz4BukUQKOUQaZRcgBV9DIoDus0t7044OCFD5m2Z0wcj90up92qP8T1qqBOQzz-K51dXxhKE40luzhrKf-QsnDT7jrdXourxfjA9luutUKycVzCTP6088eP5h0WH90_Tas32cn=w408-h725-k-no,1,1,60,source_record_id,1.0,2026-07-13T03:53:29.268Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,observed,missing,True,False,False,False,True
can_01e0764c07d9,Air terjun gadingan,Kabupaten Lampung Barat,waterfall,"[""nature"", ""waterfall""]",,"X9HQ+M5G, Gg. H. Boin, Karang Agung, Kec. Way Tenong, Kabupaten Lampung Barat, Lampung 34884, Indonesia",,,,-5.0208145,104.3879552,,,https://www.google.com/maps/search/?api=1&query=Air%20terjun%20gadingan&query_place_id=ChIJ92Y5mGN7Ry4RIgvWbDDMWsI,ChIJ92Y5mGN7Ry4RIgvWbDDMWsI,5.0,8.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGNNE9q1yJCtlopmNA2mkNqlr5z6SfAdYkkIat6UgD-ifWx413FSNol3VR4_vdVBJi0ugUFsGDZWUZqJhpIReHVqbGdfC53I1fS4UqCsbLqdjsU2lMsMQz05Kx0Sc_0ac7yUm-l=w408-h544-k-no,1,1,60,source_record_id,1.0,2026-07-13T03:53:29.268Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,observed,missing,True,False,False,False,True
can_07f1c277cc43,Sawah yuk ari,Kabupaten Lampung Barat,agrotourism,"[""nature"", ""agrotourism""]",,"P7RH+H65, Ringin sari, Kec. Suoh, Kabupaten Lampung Barat, Lampung 34882, Indonesia",,,,-5.2586028,104.2781067,,,https://www.google.com/maps/search/?api=1&query=Sawah%20yuk%20ari&query_place_id=ChIJZzpusr-hRy4RcsrnmOmunP8,ChIJZzpusr-hRy4RcsrnmOmunP8,,,,1,1,60,source_record_id,1.0,2026-07-13T03:53:33.384Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,observed,missing,True,False,False,False,True
can_69d3f2d38cb6,Kebun Raya Liwa,Kabupaten Lampung Barat,agrotourism,"[""nature"", ""agrotourism"", ""park""]",,"Way Mengaku, Kec. Balik Bukit, Kabupaten Lampung Barat, Lampung 34813, Indonesia",,,,-5.0383363,104.0762433,,,https://www.google.com/maps/search/?api=1&query=Kebun%20Raya%20Liwa&query_place_id=ChIJ50l7KKePRy4RwBhSq60_ixc,ChIJ50l7KKePRy4RwBhSq60_ixc,4.5,2750.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEsAgiBm5BDAd_Kspoa99vOlEGnmOELDFW-PlXwMvRCRBAIg-Y_lXZvKgsnbEPtCr1SVckvUD1ZfzfLvB0djtqmNj1cJlQyAWEJyeaw3cil5VZeT7e9EfS2l2QCDY4q3n8cL6DZCg=w408-h306-k-no,1,1,75,source_record_id,1.0,2026-07-13T03:53:39.286Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,observed,observed,missing,True,False,False,True,True
can_dc55b76174dd,TIKUNGAN KEGERINGAN,Kabupaten Lampung Barat,other,"[""other""]",,"X5P6+HC5, JL RAYA LIWA, Kegeringan, Kec. Batu Brak, Kabupaten Lampung Barat, Lampung 34881, Indonesia",,,,-5.0136019,104.1611131,,,https://www.google.com/maps/search/?api=1&query=TIKUNGAN%20KEGERINGAN&query_place_id=ChIJA_ULawCFRy4R3myTI27MX20,ChIJA_ULawCFRy4R3myTI27MX20,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=E-HfjFbUAD1wcYRTWS4E3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=276.8028&pitch=0&thumbfov=100,1,1,60,source_record_id,1.0,2026-07-13T03:53:45.462Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,observed,missing,True,False,False,False,True
can_8dbc09e7534f,Curup way ngison,Kabupaten Lampung Barat,waterfall,"[""nature"", ""waterfall""]",,"X65P+7M, Sukarami, Kec. Belalau, Kabupaten Lampung Barat, Lampung 34872, Indonesia",,,,-5.0417646,104.2366739,,,https://www.google.com/maps/search/?api=1&query=Curup%20way%20ngison&query_place_id=ChIJF5a806-DRy4R-foZQuHETcI,ChIJF5a806-DRy4R-foZQuHETcI,4.0,1.0,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn9Vh3FC5LpjHPrGx_-gDwHEK0zQPSKdnF8tmERGE5FSLvNrlsCShSI9vwB3YrC2qdHsbMpWSGQBsdUpeqrRT3AEcyIv6AhaGjG5RWZhcDbUqbC0SWtZ1YnXXl3faEjGzwll-AGoOGevM16=w408-h725-k-no,1,1,60,source_record_id,1.0,2026-07-13T03:53:45.463Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,observed,missing,True,False,False,False,True
can_029b39f27827,Rumah mbh slamet,Kabupaten Lampung Barat,other,"[""other""]",,"38PV+RP2, Jln pertiga arah talang modor, Sidodadi, Kec. Pagar Dewa, Kabupaten Lampung Barat, Lampung 34885, Indonesia",,,,-4.9129972,104.3442794,,,https://www.google.com/maps/search/?api=1&query=Rumah%20mbh%20slamet&query_place_id=ChIJvcYpWQB_Ry4RN-SPuoWKLWw,ChIJvcYpWQB_Ry4RN-SPuoWKLWw,5.0,1.0,,1,1,60,source_record_id,1.0,2026-07-13T03:53:45.463Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,observed,missing,True,False,False,False,True
can_3b6a4446ea0d,"MT Seminung, 1881 Mdpl",Kabupaten Lampung Barat,other,"[""other""]",,"3XQ6+67P, Lombok, Kec. Lumbok Seminung, Kabupaten Lampung Barat, Lampung 34879, Indonesia",,,,-4.9120027,103.9619661,,,https://www.google.com/maps/search/?api=1&query=MT%20Seminung%2C%201881%20Mdpl&query_place_id=ChIJ0ZDpuv91OC4RKsuUxiPQEXk,ChIJ0ZDpuv91OC4RKsuUxiPQEXk,4.8,45.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE6Yvno0jrxgJYiKqe0BQY7qdCRebh4C-HyJbCHxJSulwbtWIeq9-Gh23nOVqEMOEFBFec_XJJu8OD11k_va4A5quieD4jF4WRRpVhn988lME1hjwc6x8sdJXbmmG2jXiCEuVBYig=w424-h240-k-no,1,1,60,source_record_id,1.0,2026-07-13T03:53:52.820Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,observed,missing,True,False,False,False,True
can_d438db57b470,Pantai Sendung,Kabupaten Lampung Barat,beach,"[""nature"", ""beach""]",,"3V7M+PX, Suka Banjar, Kec. Lumbok Seminung, Kabupaten Lampung Barat, Lampung 34876, Indonesia",,,,-4.9356723,103.8849706,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Sendung&query_place_id=ChIJ4fNsOwD1Ry4RLBoywOzIo3Q,ChIJ4fNsOwD1Ry4RLBoywOzIo3Q,,,,1,1,45,source_record_id,1.0,2026-07-13T03:53:54.745Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,missing,missing,True,False,False,False,False
can_02108f555528,WISATA BATU API,Kabupaten Lampung Barat,recreation,"[""recreation""]",,"39J6+9F2, Talang baru, Desa, batu api, Kec. Pagar Dewa, Kabupaten Lampung Barat, Lampung 34766, Indonesia",,,,-4.9191072,104.3611285,,,https://www.google.com/maps/search/?api=1&query=WISATA%20BATU%20API&query_place_id=ChIJ2dDKVQB_Ry4Rnqa-FDmL6bk,ChIJ2dDKVQB_Ry4Rnqa-FDmL6bk,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE_5FHoSEoZXmEw_kphl2L7ASTeLr8d2TRIVmei0AjU6iWmGWYXHhG-_ilnqFp7j1L67DX3HXfCkfO7jjSO5TRAvKWBb3oBEWdV0KerdT6roZs2gX1j6HAfhZ3jVym_AbANFT5h31EA0hy6=w408-h612-k-no,1,1,45,source_record_id,1.0,2026-07-13T03:54:52.451Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,missing,missing,True,False,False,False,False
can_026ddad74f2b,Puncak Gajah,Kabupaten Lampung Barat,other,"[""other""]",,"X6MJ+GR3, Jl. Lintas Liwa, Purawiwitan, Kebun Tebu, Kabupaten Lampung Barat, Lampung 34872, Indonesia",,,,-5.0162445,104.2320625,,,https://www.google.com/maps/search/?api=1&query=Puncak%20Gajah&query_place_id=ChIJCdfl3WuDRy4RyNb8OFIyqpM,ChIJCdfl3WuDRy4RyNb8OFIyqpM,5.0,2.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEsAYuLIb96_ppzGV3m20Qe-U9jOg3yI9HFG7KKdlSpeV2BPS-JaRxhHGAEc0do2ocxM65MuuaNp3p1s6Ndw1TIFv-NwiL-9NU4OUcNptEmL5lE08bCIt9Epx5bdTI8krigCZMvgQ=w408-h725-k-no,1,1,60,source_record_id,1.0,2026-07-13T03:55:18.867Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,observed,missing,True,False,False,False,True
can_363dfc813918,Sebalang Sky,Kabupaten Lampung Selatan,other,"[""other""]",,"C98J+94X Pantai Sebalang, Karya Tunggal, Kabupaten Lampung Selatan, 35452, Indonesia",,,,-5.5840147,105.3803521,,+6288707079703,https://www.google.com/maps/search/?api=1&query=Sebalang%20Sky&query_place_id=ChIJkenktEUhQS4RFbYBKvyba5k,ChIJkenktEUhQS4RFbYBKvyba5k,5.0,6.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFkWryimyUaxpdyx26JGsS_Fsy4jBc0SzwOL9KnH_MdXCG4gHJPXAd-sAQzZKPVEMQviav0yrifL_JT4jdTilMbeLPZBMye0_JDSalgeQpsUpxL1PqUFzzbmUh22TpxB9mJfIZl=w408-h725-k-no,1,1,85,source_record_id,1.0,2026-07-13T03:50:43.559Z,metadata_backfill_pilot_v1,missing,observed,observed,observed,observed,observed,missing,True,False,True,True,True
can_720fb2c2e8a5,Pantai Canti Kalianda,Kabupaten Lampung Selatan,beach,"[""nature"", ""beach""]",,"Canti, Rajabasa, Kabupaten Lampung Selatan, Lampung 35552, Indonesia",,,,-5.7947148,105.5847758,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Canti%20Kalianda&query_place_id=ChIJH1-_iL4TQS4RdhiL1cPcaMs,ChIJH1-_iL4TQS4RdhiL1cPcaMs,4.3,261.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEwDuGnSi0-9rhledm7n-JMYYVCLbpJ78AVM5sYdPoe3k9lsJnq7_zh6lEYcfh0p6cyWoxBy7Y6FIPiJI7B1ktrTNvWOmacyDe8nBCnKuya3ivSGyuB3QeHSWX6wp6b4bQxzbUZ=w408-h306-k-no,1,1,45,source_record_id,1.0,2026-07-13T03:50:56.437Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,missing,missing,missing,True,False,False,False,False
can_68d3dfe705e8,Pantai Ketang,Kabupaten Lampung Selatan,beach,"[""nature"", ""beach""]",,"Way Urang, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551, Indonesia",,,,-5.7113763,105.5682214,,+6287798821700,https://www.google.com/maps/search/?api=1&query=Pantai%20Ketang&query_place_id=ChIJiU_CA0cQQS4R5bvhYn8l5rA,ChIJiU_CA0cQQS4R5bvhYn8l5rA,4.4,763.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHrNM418YMWrR_eT3G189st-5WfjYdklePc9L8TjtclcMKMg75HpocjwYF_1Eg0JnzbjPYa-DMSf7pHDLOI5sCXzC-YIrAI9m2mZUrrAm_ey97wbCwILGL6co1cS36-LVwN3gJ8=w408-h275-k-no,1,1,55,source_record_id,1.0,2026-07-13T03:50:56.437Z,metadata_backfill_pilot_v1,missing,observed,observed,observed,missing,missing,missing,True,False,True,False,False
can_45f5aeecef58,Cecakhah way pekhos,Kabupaten Lampung Selatan,other,"[""other""]",,"7J58+8V5, Jalan Desa, Pematang, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551, Indonesia",,,,-5.7417389,105.6172274,,+6285266998838,https://www.google.com/maps/search/?api=1&query=Cecakhah%20way%20pekhos&query_place_id=ChIJn7Gljz8OQS4RGbjvTTaDBsI,ChIJn7Gljz8OQS4RGbjvTTaDBsI,4.7,21.0,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHg4krbjDgUNFb-6WsPj1JToZMF0dNJbVP9Zbna8E5_TUPY3WR-drjbJOstDWJhK49wY2LOG1JPYSHmZPJ97ie1PDZWgpoo-R9VtW3Vpf5pr0Gbsvw4KmEEnUZQPAMI5FLcnndx=w408-h544-k-no,1,1,85,source_record_id,1.0,2026-07-13T03:51:04.041Z,metadata_backfill_pilot_v1,missing,observed,observed,observed,observed,observed,missing,True,False,True,True,True
can_7ef4299202c4,Menara Siger Lampung,Kabupaten Lampung Selatan,history,"[""history"", ""culture""]","Menara mirip mahkota kuning & merah di atas bukit yang menjadi ikon daerah, plus panorama laut & pelabuhan.","Jl. Lintas Sumatera, Bakauheni, Kec. Bakauheni, Kabupaten Lampung Selatan, Lampung 35592, Indonesia",,,,-5.8655007,105.7497282,,,https://www.google.com/maps/search/?api=1&query=Menara%20Siger%20Lampung&query_place_id=ChIJRYtI9yhQFAURY8JgvnSNfUQ,ChIJRYtI9yhQFAURY8JgvnSNfUQ,4.4,9136.0,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkPkwkBOWRONl6Q6uFRg7fFEgvG5bxTu7igj1eCKmeT9vGmlKdQGTlo7dQl1cIReL3AJiMRuq9Oz_s_mHYKFqYVhyquDpysDCF3bb06uEob9nLhKBzCCgi12L7u5vrLWphjVcPz=w459-h240-k-no,2,1,80,source_record_id,1.0,2026-07-13T03:51:12.251Z,metadata_backfill_pilot_v1,missing,observed,observed,missing,observed,observed,observed,True,False,False,True,True
