canonical_id,name,normalized_name,description,normalized_category,category_tags,address,city_regency,district,village,latitude,longitude,rating,review_count,price_min,price_max,currency,price_notes,opening_hours,phone,website,business_status,facilities,primary_source,source_count,first_collected_at,last_collected_at,last_verified_at,dedup_confidence,needs_manual_review,classification,classification_confidence,classification_signals,classification_reason,parent_canonical_id,place_relationship,dedup_cluster_id,dedup_reason
can_b4267c2dccd2,Gunung Kunyit Beach View,kunyit view,,beach,"['nature', 'mountain', 'beach']","H72J+9QG, Jl. Ikan Terbang, Bumi Waras, Kec. Telukbetung Selatan, Kota Bandar Lampung, Lampung, Indonesia",Kota Bandar Lampung,"Bumi Waras, Kecamatan Telukbetung Selatan",,-5.4490584,105.2819565,4.2,402.0,,,,,Senin: Buka 24 jAM; Selasa: Buka 24 jAM; Rabu: Buka 24 jAM; Kamis: Buka 24 jAM; Jumat: Buka 24 jAM; Sabtu: Buka 24 jAM; Minggu: Buka 24 jAM,,https://www.google.com/maps/search/?api=1&query=gunung%20kunyit%20beach%20view&query_place_id=chijn45w5grzqc4rfemhcnt7dqo,OPERATIONAL,"['Keunggulan: Piknik', 'Anak-anak: Cocok untuk anak-anak', 'Hewan Peliharaan: Anjing boleh masuk']",apify_google_maps,1,2026-07-13T02:40:34.682Z,2026-07-13T02:40:34.682Z,2026-07-13T13:48:51.916384+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Pantai Umum' disetujui,can_4e2dac6e4344,part_of,can_b4267c2dccd2,canonical_root
can_beb0c6a513a2,PANTAI BERENANG GUNUNG KUNYIT,berenang kunyit,,beach,"['nature', 'mountain', 'beach']","H72J+9C, Kec. Bumi Waras, Kota Bandar Lampung, Lampung, Indonesia",Kota Bandar Lampung,Kecamatan Bumi Waras,,-5.4488517,105.2806675,4.5,2.0,,,,,,,https://www.google.com/maps/search/?api=1&query=pantai%20berenang%20gunung%20kunyit&query_place_id=chijwfbqagdzqc4rtw8is3ngphk,OPERATIONAL,['Anak-anak: Cocok untuk anak-anak'],apify_google_maps,1,2026-07-13T02:40:34.682Z,2026-07-13T02:40:34.682Z,2026-07-13T13:48:51.935416+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_4e2dac6e4344,part_of,can_beb0c6a513a2,canonical_root
can_26b28da9aa2c,Dermaga Pulau Pasaran,dermaga pasaran,,island,"['island', 'nature']","G7P7+CXX, Jl. P. Pasaran, Kota Karang, Kec. Telukbetung Timur, Kota Bandar Lampung, Lampung, Indonesia",Kota Bandar Lampung,"Kota Karang, Kecamatan Telukbetung Timur",,-5.4638889,105.265,,,,,,,,,https://www.google.com/maps/search/?api=1&query=dermaga%20pulau%20pasaran&query_place_id=chijw8j2bqdzqc4rce75tpcx6ic,OPERATIONAL,['Anak-anak: Cocok untuk anak-anak'],apify_google_maps,1,2026-07-13T02:40:34.760Z,2026-07-13T02:40:34.760Z,2026-07-13T13:48:52.091237+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_3c37606ab09b,supporting_facility,can_26b28da9aa2c,canonical_root
can_9e2efbbe1626,Waterpark Lampung Walk (Kolam Renang),walk kolam renang,,waterpark,"['waterpark', 'recreation', 'park']","Jl. Pulau Batam No.10, Way Halim Permai, Kec. Sukarame, Kota Bandar Lampung, Lampung 35133, Indonesia",Kota Bandar Lampung,"Way Halim Permai, Kecamatan Sukarame",,-5.3903562,105.2766981,4.4,94.0,,,,,Senin: 08.00 to 18.00; Selasa: 08.00 to 18.00; Rabu: 08.00 to 18.00; Kamis: 08.00 to 18.00; Jumat: 08.00 to 18.00; Sabtu: 08.00 to 18.00; Minggu: 08.00 to 20.00,,https://www.google.com/maps/search/?api=1&query=waterpark%20lampung%20walk%20(kolam%20renang)&query_place_id=chijr98oubnbqc4r4pyqxwpvlm4,OPERATIONAL,[],apify_google_maps,1,2026-07-13T02:40:35.431Z,2026-07-13T02:40:35.431Z,2026-07-13T13:48:52.130056+00:00,1.0,True,accepted,0.8,['name_accepted_keyword'],Nama mengandung keyword wisata 'waterpark',can_60372709f532,part_of,can_9e2efbbe1626,canonical_root
can_fe57771636c7,The Hidden Valley Bukit AsLan,the hidden valley aslan,,hill,"['nature', 'hill']","H8J6+5V, Way Gubak, Kec. Sukabumi, Kota Bandar Lampung, Lampung 35244, Indonesia",Kota Bandar Lampung,"Way Gubak, Kecamatan Sukabumi",,-5.4182073,105.3135282,5.0,1.0,,,,,,,https://www.google.com/maps/search/?api=1&query=the%20hidden%20valley%20bukit%20aslan&query_place_id=chijwzedoqddqc4r3rdh_o4e4vo,OPERATIONAL,[],apify_google_maps,1,2026-07-13T02:40:38.116Z,2026-07-13T02:40:38.116Z,2026-07-13T13:48:52.874988+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_82cfd331e82c,part_of,can_fe57771636c7,canonical_root
can_3c9d25ff4912,Taman Citra Garden,citra garden,,park,['park'],"H63V+GPV, Negeri Olok Gading, Kec. Tlk. Betung Bar., Kota Bandar Lampung, Lampung 35222, Indonesia",Kota Bandar Lampung,"Negeri Olok Gading, Kecamatan Teluk Betung Barat",,-5.4461362,105.2442863,4.4,36.0,,,,,,,https://www.google.com/maps/search/?api=1&query=taman%20citra%20garden&query_place_id=chijg98jnidaqc4r-sa1uictbo0,OPERATIONAL,['Anak-anak: Cocok untuk anak-anak'],apify_google_maps,1,2026-07-13T02:40:47.625Z,2026-07-13T02:40:47.625Z,2026-07-13T13:48:53.192056+00:00,1.0,True,accepted,0.9,"['high_reviews:36', 'search_keyword:taman wisata']","Kategori 'Taman' disetujui dengan sinyal: high_reviews:36, search_keyword:taman wisata",can_263dc4257836,part_of,can_3c9d25ff4912,canonical_root
can_c28e7527b92d,The Lookout Bukit AsLan,the lookout aslan,,hill,"['nature', 'park', 'hill']","H8J6+WJ, Campang Raya, Kec. Sukabumi, Kota Bandar Lampung, Lampung 35244, Indonesia",Kota Bandar Lampung,"Campang Raya, Kecamatan Sukabumi",,-5.4176776,105.3115367,5.0,7.0,,,,,,,https://www.google.com/maps/search/?api=1&query=the%20lookout%20bukit%20aslan&query_place_id=chijt2wzyadbqc4rqu6c6oq5oq4,OPERATIONAL,['Anak-anak: Cocok untuk anak-anak'],apify_google_maps,1,2026-07-13T02:40:48.382Z,2026-07-13T02:40:48.382Z,2026-07-13T13:48:53.513051+00:00,1.0,True,accepted,0.9,['search_keyword:taman wisata'],Kategori 'Taman' disetujui dengan sinyal: search_keyword:taman wisata,can_82cfd331e82c,part_of,can_c28e7527b92d,canonical_root
can_43716e789f7c,Gapura Taman Dipangga,gapura dipangga,,park,['park'],"H737+R58, Jl. W. R. Supratman, Talang, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung, Indonesia",Kota Bandar Lampung,"Talang, Kecamatan Teluk Betung Utara",,-5.4454517,105.2629595,5.0,1.0,,,,,,,https://www.google.com/maps/search/?api=1&query=gapura%20taman%20dipangga&query_place_id=chij6_gziqdbqc4rczjxnna3tfa,OPERATIONAL,[],apify_google_maps,1,2026-07-13T02:40:49.379Z,2026-07-13T02:40:49.379Z,2026-07-13T13:48:53.813654+00:00,1.0,True,accepted,0.9,['search_keyword:taman wisata'],Kategori 'Taman' disetujui dengan sinyal: search_keyword:taman wisata,can_87a413a66c04,supporting_facility,can_43716e789f7c,canonical_root
can_e645911675c8,AsLan Grind,aslan grind,,other,['other'],"H8J6+5V, Way Gubak, Kec. Sukabumi, Kota Bandar Lampung, Lampung 35244, Indonesia",Kota Bandar Lampung,"Way Gubak, Kecamatan Sukabumi",,-5.4185831,105.3130647,,,,,,,,,https://www.google.com/maps/search/?api=1&query=aslan%20grind&query_place_id=chij36ivbgdbqc4rti9-25zxi6q,OPERATIONAL,['Aktivitas: Mendaki'],apify_google_maps,1,2026-07-13T02:40:50.990Z,2026-07-13T02:40:50.990Z,2026-07-13T13:48:54.606139+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Area Mendaki' disetujui,can_82cfd331e82c,part_of,can_e645911675c8,canonical_root
can_2b57343dd504,Samar Scout Camp,samar scout camp,,park,['park'],"Gg. Bangsa Ratu No.A04, Rajabasa, Kec. Rajabasa, Kota Bandar Lampung, Lampung 35144, Indonesia",Kota Bandar Lampung,"Rajabasa, Kecamatan Rajabasa",,-5.3642106,105.2334981,4.5,174.0,,,,,Senin: 08.00 to 05.00; Selasa: 08.00 to 05.00; Rabu: 08.00 to 05.00; Kamis: 08.00 to 05.00; Jumat: 08.00 to 05.00; Sabtu: 08.00 to 05.00; Minggu: 08.00 to 05.00,+628127940863,http://www.facebook.com/samar.scout,OPERATIONAL,"['Keunggulan: Piknik', 'Fasilitas: Toilet umum', 'Anak-anak: Cocok untuk anak-anak', 'Anak-anak: Taman bermain']",apify_google_maps,1,2026-07-13T02:40:55.832Z,2026-07-13T02:40:55.832Z,2026-07-13T13:48:55.854843+00:00,1.0,True,accepted,0.9,['high_reviews:174'],Kategori 'Taman' disetujui dengan sinyal: high_reviews:174,can_c9f59bac7b84,part_of,can_2b57343dd504,canonical_root
can_5193ed49b2e6,Wisata alam taman pemancingan embung korpri.,alam pemancingan embung korpri,,family,"['nature', 'recreation', 'family', 'park']","Perum korpri, kel blok B6, korprijaya, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",Kota Bandar Lampung,"korprijaya, Kecamatan Sukarame",,-5.3699114,105.2996089,4.0,1.0,,,,,,,https://www.google.com/maps/search/?api=1&query=wisata%20alam%20taman%20pemancingan%20embung%20korpri.&query_place_id=chijk6u5lwdbqc4ro_8gdo8kyyo,OPERATIONAL,[],apify_google_maps,1,2026-07-13T02:41:00.840Z,2026-07-13T02:41:00.840Z,2026-07-13T13:48:56.607642+00:00,1.0,True,accepted,0.8,['name_accepted_keyword'],Nama mengandung keyword wisata 'wisata',can_b9b9d3d6c98a,part_of,can_5193ed49b2e6,canonical_root
can_0f9e92c32c56,MARTADINATA HILLS,martadinata hills,,hill,"['nature', 'hill']","G6HV+78W, Sukamaju, Kec. Tlk. Betung Bar., Kota Bandar Lampung, Lampung 35231, Indonesia",Kota Bandar Lampung,"Sukamaju, Kecamatan Teluk Betung Barat",,-5.471772,105.2433224,5.0,3.0,,,,,,,https://www.google.com/maps/search/?api=1&query=martadinata%20hills&query_place_id=chijyz0tj3vzqc4rqzwvdgmrlbe,OPERATIONAL,"['Fasilitas: Toilet', 'Anak-anak: Cocok untuk anak-anak']",apify_google_maps,1,2026-07-13T02:41:26.948Z,2026-07-13T02:41:26.948Z,2026-07-13T13:48:58.072132+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_41fffc1940ee,part_of,can_0f9e92c32c56,canonical_root
can_c6caab8890f5,Embung A Rusa Unila,embung a rusa unila,,agrotourism,"['nature', 'agrotourism', 'recreation']","J6PR+G8W, Gedong Meneng, Kec. Rajabasa, Kota Bandar Lampung, Lampung 35141, Indonesia",Kota Bandar Lampung,"Gedong Meneng, Kecamatan Rajabasa",,-5.3636275,105.240838,4.8,21.0,,,,,,,https://www.google.com/maps/search/?api=1&query=embung%20a%20rusa%20unila&query_place_id=chijx08mz7xfqc4rqszngz7u0de,OPERATIONAL,['Anak-anak: Cocok untuk anak-anak'],apify_google_maps,1,2026-07-13T02:42:01.590Z,2026-07-13T02:42:01.590Z,2026-07-13T13:49:00.637305+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Kebun Binatang' disetujui,can_79d0d0475e76,part_of,can_c6caab8890f5,canonical_root
can_5712ad43b595,"Wisata Panas Bumi, Kawah Keramikan",panas bumi kawah keramikan,,park,['park'],"Q767+79Q, Suka Marga, Kec. Suoh, Kabupaten Lampung Barat, Lampung 34872, Indonesia",Kabupaten Lampung Barat,"Suka Marga, Kecamatan Suoh",,-5.239297,104.263472,4.7,41.0,,,,,Senin: Buka 24 jAM; Selasa: Buka 24 jAM; Rabu: Buka 24 jAM; Kamis: Buka 24 jAM; Jumat: Buka 24 jAM; Sabtu: Buka 24 jAM; Minggu: Buka 24 jAM,+6285783441136,https://www.google.com/maps/search/?api=1&query=wisata%20panas%20bumi%2c%20kawah%20keramikan&query_place_id=chijq8imey2hry4rfbeautiabvy,OPERATIONAL,"['Fasilitas: Toilet umum', 'Anak-anak: Cocok untuk anak-anak']",apify_google_maps,1,2026-07-13T03:53:33.384Z,2026-07-13T03:53:33.384Z,2026-07-13T13:49:07.113748+00:00,1.0,True,accepted,0.8,['name_accepted_keyword'],Nama mengandung keyword wisata 'wisata',can_795db152eaed,part_of,can_5712ad43b595,canonical_root
can_3b6a4446ea0d,"MT Seminung, 1881 Mdpl",mt seminung 1881 mdpl,,other,['other'],"3XQ6+67P, Lombok, Kec. Lumbok Seminung, Kabupaten Lampung Barat, Lampung 34879, Indonesia",Kabupaten Lampung Barat,"Lombok, kecamatan Lumbok Seminung",,-4.9120027,103.9619661,4.8,45.0,,,,,,,https://www.google.com/maps/search/?api=1&query=mt%20seminung%2c%201881%20mdpl&query_place_id=chij0zdpuv91oc4rksuuxipqexk,OPERATIONAL,[],apify_google_maps,1,2026-07-13T03:53:52.820Z,2026-07-13T03:53:52.820Z,2026-07-13T13:49:10.341602+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_be78d64f081c,part_of,can_3b6a4446ea0d,canonical_root
can_beab0fe49ba2,Puncak gunung seminung,puncak seminung,,mountain,"['nature', 'mountain']","3XQ6+4XX, Gedung Ranau, gunung seminung, Kabupaten Lampung Barat, Sumatera Selatan 34879, Indonesia",Kabupaten Lampung Barat,"Gedung Ranau, gunung seminung",,-4.9121363,103.9624814,4.5,8.0,,,,,,,https://www.google.com/maps/search/?api=1&query=puncak%20gunung%20seminung&query_place_id=chiju-pjk7t1oc4rsj1i3aem2zg,OPERATIONAL,['Aktivitas: Mendaki'],apify_google_maps,1,2026-07-13T03:54:49.718Z,2026-07-13T03:54:49.718Z,2026-07-13T13:49:11.728729+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Area Mendaki' disetujui,can_be78d64f081c,part_of,can_beab0fe49ba2,canonical_root
can_9fc23800cda9,Taman Mangrove Sebalang,mangrove sebalang,,forest,"['nature', 'park', 'forest']","Jln. Lintas sumatera km No.15, Karya Tunggal, Kec. Katibung, Kabupaten Lampung Selatan, Lampung 35452, Indonesia",Kabupaten Lampung Selatan,"Karya Tunggal, Kecamatan Katibung",,-5.5875697,105.3845239,4.1,50.0,,,,,,,https://www.google.com/maps/search/?api=1&query=taman%20mangrove%20sebalang&query_place_id=chija0arvcehqs4r0ugzl8d7whc,OPERATIONAL,"['Fasilitas: Toilet', 'Anak-anak: Cocok untuk anak-anak']",apify_google_maps,1,2026-07-13T03:50:35.934Z,2026-07-13T03:50:35.934Z,2026-07-13T13:49:13.699126+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_7cec60d5f655,part_of,can_9fc23800cda9,canonical_root
can_631e90619391,Pantai terjun karya tunggal,terjun karya tunggal,,beach,"['nature', 'beach']","9CF9+WMF, Karya Tunggal, Kec. Katibung, Kabupaten Lampung Selatan, Lampung 35452, Indonesia",Kabupaten Lampung Selatan,"Karya Tunggal, Kecamatan Katibung",,-5.6251826,105.4191771,4.7,19.0,,,,,Senin: Buka 24 jAM; Selasa: Buka 24 jAM; Rabu: Buka 24 jAM; Kamis: Buka 24 jAM; Jumat: Buka 24 jAM; Sabtu: Buka 24 jAM; Minggu: Buka 24 jAM,,https://www.google.com/maps/search/?api=1&query=pantai%20terjun%20karya%20tunggal&query_place_id=chij06zay8czqs4rc6dpc0xxibu,OPERATIONAL,[],apify_google_maps,1,2026-07-13T03:50:42.404Z,2026-07-13T03:50:42.404Z,2026-07-13T13:49:13.867980+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_6bd7535ca2f1,part_of,can_631e90619391,canonical_root
can_363dfc813918,Sebalang Sky,sebalang sky,,other,['other'],"C98J+94X Pantai Sebalang, Karya Tunggal, Kabupaten Lampung Selatan, 35452, Indonesia",Kabupaten Lampung Selatan,Karya Tunggal,,-5.5840147,105.3803521,5.0,6.0,,,,,Senin: 09.00 to 00.00; Selasa: 09.00 to 00.00; Rabu: 09.00 to 00.00; Kamis: 09.00 to 00.00; Jumat: 09.00 to 00.00; Sabtu: Buka 24 jAM; Minggu: Buka 24 jAM,+6288707079703,https://www.google.com/maps/search/?api=1&query=sebalang%20sky&query_place_id=chijkenkteuhqs4rfbybkvyba5k,OPERATIONAL,"['Fasilitas: Toilet', 'Perencanaan: Disarankan untuk mendapatkan tiket terlebih dahulu', 'Anak-anak: Cocok untuk anak-anak']",apify_google_maps,1,2026-07-13T03:50:43.559Z,2026-07-13T03:50:43.559Z,2026-07-13T13:49:13.951522+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_c250dde9b88a,part_of,can_363dfc813918,canonical_root
can_4d928b33057e,SunShine Sebalang 2,sunshine sebalang 2,,other,['other'],"C98H+XX, Karya Tunggal, Kabupaten Lampung Selatan, Lampung 35452, Indonesia",Kabupaten Lampung Selatan,Karya Tunggal,,-5.5826055,105.3799696,4.0,15.0,,,,,Senin: 12.00 to 00.00; Selasa: 12.00 to 00.00; Rabu: 12.00 to 00.00; Kamis: 12.00 to 00.00; Jumat: 12.00 to 00.00; Sabtu: 12.00 to 05.00; Minggu: 12.00 to 00.00,+6282176755988,https://www.google.com/maps/search/?api=1&query=sunshine%20sebalang%202&query_place_id=chijvygwcxmhqs4rxyy9ktle0ky,OPERATIONAL,"['Fasilitas: Toilet', 'Anak-anak: Cocok untuk anak-anak']",apify_google_maps,1,2026-07-13T03:50:43.559Z,2026-07-13T03:50:43.559Z,2026-07-13T13:49:13.990053+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_c250dde9b88a,part_of,can_4d928b33057e,canonical_root
can_7b23a3c73c2c,Pantai Pasir Putih Lampung,pasir putih,,beach,"['nature', 'beach']","Rangai Tri Tunggal, Kec. Katibung, Kabupaten Lampung Selatan, Lampung 35452, Indonesia",Kabupaten Lampung Selatan,"Rangai Tri Tunggal, Kecamatan Katibung",,-5.5302939,105.3575563,4.0,2361.0,,,,,,,https://www.google.com/maps/search/?api=1&query=pantai%20pasir%20putih%20lampung&query_place_id=chijn7jb9iegqs4r0dc6l15rkjc,OPERATIONAL,[],apify_google_maps,2,2026-07-13T03:50:50.021Z,2026-07-13T03:50:50.021Z,2026-07-13T13:49:14.229774+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Pantai' disetujui,can_c6ac0baff8ac,part_of,can_7b23a3c73c2c,canonical_root
can_53c59ad465de,Pantai Kedu Kalianda,kedu kalianda,,beach,"['nature', 'beach']","Way Urang, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551, Indonesia",Kabupaten Lampung Selatan,"Way Urang, Kecamatan Kalianda",,-5.722807,105.58097,4.4,755.0,,,,,,,https://www.google.com/maps/search/?api=1&query=pantai%20kedu%20kalianda&query_place_id=chijh0mi6jiqqs4rfjtrjn0kofk,OPERATIONAL,[],apify_google_maps,1,2026-07-13T03:50:56.437Z,2026-07-13T03:50:56.437Z,2026-07-13T13:49:15.688005+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Pantai' disetujui,can_3716276b14a5,part_of,can_53c59ad465de,canonical_root
can_6dd22b39e304,Monumen Titik Nol Sumatera,monumen titik nol sumatera,,history,"['history', 'culture']","4QM2+P4Q, Jl. Syaikh Muhammad Al-Khidhir, Bakauheni, Kec. Bakauheni, Kabupaten Lampung Selatan, Lampung, Indonesia",Kabupaten Lampung Selatan,"Bakauheni, Kecamatan Bakauheni",,-5.8656688,105.7503705,4.4,79.0,,,,,Senin: Buka 24 jAM; Selasa: Buka 24 jAM; Rabu: Buka 24 jAM; Kamis: Buka 24 jAM; Jumat: Buka 24 jAM; Sabtu: Buka 24 jAM; Minggu: Buka 24 jAM,,https://www.google.com/maps/search/?api=1&query=monumen%20titik%20nol%20sumatera&query_place_id=chijr_kx5xz1qs4rr6oagkwbwne,OPERATIONAL,['Anak-anak: Cocok untuk anak-anak'],apify_google_maps,1,2026-07-13T03:51:11.627Z,2026-07-13T03:51:11.627Z,2026-07-13T13:49:17.300671+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_534777672a30,part_of,can_6dd22b39e304,canonical_root
can_e52b43557beb,wisata WBK (Way Benteng Kedagaan),wbk way benteng kedagaan,,recreation,['recreation'],"kedagaan, Padan, Kec. Penengahan, Kabupaten Lampung Selatan, Lampung 35592, Indonesia",Kabupaten Lampung Selatan,"kedagaan, Padan, Kecamatan Penengahan",,-5.749301,105.6527904,4.0,66.0,,,,,Senin: 07.00 to 17.00; Selasa: 07.00 to 17.00; Rabu: 07.00 to 17.00; Kamis: 07.00 to 17.00; Jumat: 07.00 to 17.00; Sabtu: 07.00 to 17.00; Minggu: 07.00 to 17.00,+6282377166400,https://www.google.com/maps/search/?api=1&query=wisata%20wbk%20(way%20benteng%20kedagaan)&query_place_id=chijv5mf3d8pqs4r7saryfamdbq,OPERATIONAL,"['Fasilitas: Toilet', 'Anak-anak: Cocok untuk anak-anak']",apify_google_maps,1,2026-07-13T03:51:16.435Z,2026-07-13T03:51:16.435Z,2026-07-13T13:49:18.072723+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_5e24a4081165,part_of,can_e52b43557beb,canonical_root
can_b25f5fa3bd49,Cagar Alam Krakatau,alam krakatau,,nature,['nature'],"Pulau Anak Krakatau, Jl. Z.A. Pagar alam No.1B Rajabasa, Pulau Anak Krakatau, Pulau, Kabupaten Lampung Selatan, Lampung, Indonesia",Kabupaten Lampung Selatan,"Pulau Anak Krakatau, Pulau",,-6.1012057,105.4243209,4.4,521.0,,,,,Senin: 07.30 to 16.00; Selasa: 07.30 to 16.00; Rabu: 07.30 to 16.00; Kamis: 07.30 to 16.00; Jumat: 07.30 to 16.00; Sabtu: Tutup; Minggu: Tutup,,https://www.google.com/maps/search/?api=1&query=cagar%20alam%20krakatau&query_place_id=chij69fea7fgqs4rdwdcrd5vc5o,OPERATIONAL,"['Aktivitas: Mendaki', 'Perencanaan: Disarankan untuk mendapatkan tiket terlebih dahulu']",apify_google_maps,1,2026-07-13T03:51:16.581Z,2026-07-13T03:51:16.581Z,2026-07-13T13:49:18.402494+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_6d68c986481b,part_of,can_b25f5fa3bd49,canonical_root
can_dff7644b8d21,Gn. Anak Krakatau,gn anak krakatau,,other,['other'],"VCWC+PQ, Pulau Anak Krakatau, Pulau, Kabupaten Lampung Selatan, Lampung, Indonesia",Kabupaten Lampung Selatan,"Pulau Anak Krakatau, Pulau",,-6.1032113,105.4218767,4.1,46.0,,,,,Senin: Buka 24 jAM; Selasa: Buka 24 jAM; Rabu: Buka 24 jAM; Kamis: Buka 24 jAM; Jumat: Buka 24 jAM; Sabtu: Buka 24 jAM; Minggu: Buka 24 jAM,,https://www.google.com/maps/search/?api=1&query=gn.%20anak%20krakatau&query_place_id=chijrstqeiphqs4rwyom69srsam,OPERATIONAL,['Aktivitas: Mendaki'],apify_google_maps,1,2026-07-13T03:51:18.813Z,2026-07-13T03:51:18.813Z,2026-07-13T13:49:18.614356+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Area Mendaki' disetujui,can_bfa7bc1ee8b5,part_of,can_dff7644b8d21,canonical_root
can_6d68c986481b,Gunung Anak Krakatau,anak krakatau,,mountain,"['nature', 'mountain']","VCXG+QM, Pulau Anak Krakatau, Pulau, Kabupaten Lampung Selatan, Lampung, Indonesia",Kabupaten Lampung Selatan,"Pulau Anak Krakatau, Pulau",,-6.1005927,105.4267235,4.3,47.0,,,,,Senin: Buka 24 jAM; Selasa: Buka 24 jAM; Rabu: Buka 24 jAM; Kamis: Buka 24 jAM; Jumat: Buka 24 jAM; Sabtu: Buka 24 jAM; Minggu: Buka 24 jAM,,https://www.google.com/maps/search/?api=1&query=gunung%20anak%20krakatau&query_place_id=chij-rwy5pfhqs4rk1k4ibl9pp8,OPERATIONAL,"['Aktivitas: Mendaki', 'Perencanaan: Disarankan untuk mendapatkan tiket terlebih dahulu']",apify_google_maps,1,2026-07-13T03:51:18.813Z,2026-07-13T03:51:18.813Z,2026-07-13T13:49:18.651748+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Cagar Alam' disetujui,can_b25f5fa3bd49,part_of,can_6d68c986481b,canonical_root
can_ac3d11316a9d,Pantai Indah Belebuk,indah belebuk,,beach,"['nature', 'beach']","Totoharjo, Kec. Bakauheni, Kabupaten Lampung Selatan, Lampung, Indonesia",Kabupaten Lampung Selatan,"Totoharjo, Kecamatan Bakauheni",,-5.8477217,105.6977983,4.7,10.0,,,,,,+628127346655,https://www.google.com/maps/search/?api=1&query=pantai%20indah%20belebuk&query_place_id=chij7ue_2q10qs4repjkut-mwsk,OPERATIONAL,[],apify_google_maps,1,2026-07-13T03:51:43.047Z,2026-07-13T03:51:43.047Z,2026-07-13T13:49:19.852659+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Pantai' disetujui,can_de221c1deff1,part_of,can_ac3d11316a9d,canonical_root
can_e82ded222740,Pantai Ketang Kalianda,ketang kalianda,,beach,"['nature', 'beach']","7HQ9+FFM, Pantai Ketang, Kec. Kalianda, Kabupaten Lampung Selatan, Lampung 35551, Indonesia",Kabupaten Lampung Selatan,"Pantai Ketang, Kecamatan Kalianda",,-5.7112899,105.568669,4.3,22.0,,,,,,,https://www.google.com/maps/search/?api=1&query=pantai%20ketang%20kalianda&query_place_id=chijcwaoecqrqs4rn4spwx5-x_y,OPERATIONAL,"['Fasilitas: Toilet', 'Pembayaran: Hanya tunai', 'Anak-anak: Cocok untuk anak-anak', 'Anak-anak: Taman bermain']",apify_google_maps,1,2026-07-13T03:52:38.470Z,2026-07-13T03:52:38.470Z,2026-07-13T13:49:20.738854+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_68d3dfe705e8,part_of,can_e82ded222740,canonical_root
can_abfae02b027c,Pantai Minatara 741,minatara 741,,beach,"['nature', 'beach']","5M3W+28, Totoharjo, Kabupaten Lampung Selatan, Lampung, Indonesia",Kabupaten Lampung Selatan,Totoharjo,,-5.847389,105.6957854,4.5,2.0,,,,,Senin: 06.00 to 21.00; Selasa: 06.00 to 21.00; Rabu: 06.00 to 21.00; Kamis: 06.00 to 21.00; Jumat: 06.00 to 21.00; Sabtu: 06.00 to 21.00; Minggu: 06.00 to 21.00,+62741741741,https://www.google.com/maps/search/?api=1&query=pantai%20minatara%20741&query_place_id=chiju-ojn3t1qs4rnbuw3s1l3fa,OPERATIONAL,['Anak-anak: Cocok untuk anak-anak'],apify_google_maps,1,2026-07-13T03:53:44.612Z,2026-07-13T03:53:44.612Z,2026-07-13T13:49:21.037908+00:00,1.0,True,accepted,1.0,['category_accepted'],Kategori utama 'Tujuan Wisata' disetujui,can_e8f931502e27,part_of,can_abfae02b027c,canonical_root
