source_record_id,source,source_place_id,name,normalized_name,address,city_regency,district,village,latitude,longitude,categories,rating,review_count,phone,website,price_min,price_max,currency,price_notes,opening_hours,business_status,facilities,source_url,collected_at,classification,classification_confidence,classification_signals,classification_reason,dedup_cluster_id,dedup_reason,raw_payload_path,query_region
apify_google_maps_ChIJ81mUGATbQC4RyjBmCdINsts,apify_google_maps,ChIJ81mUGATbQC4RyjBmCdINsts,Teropong Kemiling,teropong kemiling,"J669+2R5, Sumber Rejo, Kec. Kemiling, Kota Bandar Lampung, Lampung 35151, Indonesia",Kota Bandar Lampung,"Sumber Rejo, Kecamatan Kemiling",,-5.3899757,105.2196178,['rumah wisata'],,,,https://www.google.com/maps/search/?api=1&query=teropong%20kemiling&query_place_id=chij81mugatbqc4ryjbmcdinsts,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Teropong%20Kemiling&query_place_id=ChIJ81mUGATbQC4RyjBmCdINsts,2026-07-13T02:41:37.033Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJ92TI--zbQC4RFWDJzUqRvt8,apify_google_maps,ChIJ92TI--zbQC4RFWDJzUqRvt8,Silaban,silaban,"Perumahan Karunia Indah blok h no 8, Gg. Blk. O No.27, Sukabumi Indah, Kec. Sukabumi, Kota Bandar Lampung, Lampung 35134, Indonesia",Kota Bandar Lampung,"Sukabumi Indah, Kecamatan Sukabumi",,-5.4022324,105.300649,['rumah wisata'],1.0,1.0,,http://perantauanhidupku.blogspot.com,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Silaban&query_place_id=ChIJ92TI--zbQC4RFWDJzUqRvt8,2026-07-13T02:41:49.102Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJYxvOhGjbQC4RdAjbhOKBC38,apify_google_maps,ChIJYxvOhGjbQC4RdAjbhOKBC38,rumahagung,rumahagung,"Jl. Pulau Bawean 2 No.15, Sukarame, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",Kota Bandar Lampung,"Sukarame, Kecamatan Sukarame",,-5.3876205,105.2959516,['rumah wisata'],5.0,3.0,,https://www.google.com/maps/search/?api=1&query=rumahagung&query_place_id=chijyxvohgjbqc4rdajbhokbc38,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=rumahagung&query_place_id=ChIJYxvOhGjbQC4RdAjbhOKBC38,2026-07-13T02:41:54.286Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJA3-pE1vbQC4RVYGKGcG-VMc,apify_google_maps,ChIJA3-pE1vbQC4RVYGKGcG-VMc,Perumahan Bukit Alam Permai 1 Blok H5,perumahan alam permai 1 blok h5,"Perumahan Bukit Alam Permai No.2, Rajabasa, Kec. Rajabasa, Kota Bandar Lampung, Lampung 35152, Indonesia",Kota Bandar Lampung,"Rajabasa, Kecamatan Rajabasa",,-5.3789003,105.2254922,['rumah wisata'],4.3,3.0,,https://www.google.com/maps/search/?api=1&query=perumahan%20bukit%20alam%20permai%201%20blok%20h5&query_place_id=chija3-pe1vbqc4rvygkgcg-vmc,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Perumahan%20Bukit%20Alam%20Permai%201%20Blok%20H5&query_place_id=ChIJA3-pE1vbQC4RVYGKGcG-VMc,2026-07-13T02:41:56.202Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJ4T8sALbFQC4RZPu-7dCeiAk,apify_google_maps,ChIJ4T8sALbFQC4RZPu-7dCeiAk,Kos Gema,kos gema,"pemuka, Jl. Hidaya No.1 Lk 1 komplek, RT.004/RW.- Komplek, Pemuka, Kec. Rajabasa, Kota Bandar Lampung, Lampung 35144, Indonesia",Kota Bandar Lampung,"Pemuka, Kecamatan Rajabasa",,-5.3660261,105.226621,['rumah wisata'],4.8,21.0,+6281272212334,https://www.google.com/maps/search/?api=1&query=kos%20gema&query_place_id=chij4t8salbfqc4rzpu-7dceiak,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Kos%20Gema&query_place_id=ChIJ4T8sALbFQC4RZPu-7dCeiAk,2026-07-13T02:42:06.211Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJd3bquz3bQC4RZEIjWE8lPpA,apify_google_maps,ChIJd3bquz3bQC4RZEIjWE8lPpA,Bintang Alam Home,bintang alam home,"Gg. Nuri No.38, Gedong Air, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35117, Indonesia",Kota Bandar Lampung,"Gedong Air, Kecamatan Tanjung Karang Barat",,-5.4045637,105.2429764,['rumah wisata'],5.0,3.0,,https://www.google.com/maps/search/?api=1&query=bintang%20alam%20home&query_place_id=chijd3bquz3bqc4rzeijwe8lppa,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Bintang%20Alam%20Home&query_place_id=ChIJd3bquz3bQC4RZEIjWE8lPpA,2026-07-13T02:42:41.921Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJNfFp4wjbQC4ROJfR0oQLYm4,apify_google_maps,ChIJNfFp4wjbQC4ROJfR0oQLYm4,Bamboe Inn 2 Homestay,bamboe inn 2 homestay,"Jl. P. Antasari No.98, Tj. Baru, Kec. Kedamaian, Kota Bandar Lampung, Lampung 35122, Indonesia",Kota Bandar Lampung,"Tanjung Baru, Kecamatan Kedamaian",,-5.4072728,105.2747125,"['hotel', 'rumah wisata', 'restoran']",4.4,617.0,+6285945454505,https://www.google.com/maps/search/?api=1&query=bamboe%20inn%202%20homestay&query_place_id=chijnffp4wjbqc4rojfr0oqlym4,,,,,,OPERATIONAL,['Amenities: Wi-Fi gratis'],https://www.google.com/maps/search/?api=1&query=Bamboe%20Inn%202%20Homestay&query_place_id=ChIJNfFp4wjbQC4ROJfR0oQLYm4,2026-07-13T02:42:49.550Z,rejected,1.0,['category_rejected'],Kategori utama 'Hotel' ditolak,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJb3Y0KtvbQC4RQGYrSFbBkkY,apify_google_maps,ChIJb3Y0KtvbQC4RQGYrSFbBkkY,Rumah keluarga besar AS,rumah keluarga besar as,"H6PV+QFC, Kaliawi, Kec. Tj. Karang Pusat, Kota Bandar Lampung, Lampung 35119, Indonesia",Kota Bandar Lampung,"Kaliawi, Kecamatan Tanjung Karang Pusat",,-5.4130666,105.2436489,['rumah wisata'],,,,https://www.google.com/maps/search/?api=1&query=rumah%20keluarga%20besar%20as&query_place_id=chijb3y0ktvbqc4rqgyrsfbbkky,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Rumah%20keluarga%20besar%20AS&query_place_id=ChIJb3Y0KtvbQC4RQGYrSFbBkkY,2026-07-13T02:42:54.384Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJwSI1GQDbQC4Ra57XunOjRzw,apify_google_maps,ChIJwSI1GQDbQC4Ra57XunOjRzw,Upii,upii,"Jl. Gn. Rajabasa II No.35, Perumnas Way Halim, Kec. Way Halim, Kota Bandar Lampung, Lampung 35132, Indonesia",Kota Bandar Lampung,"Perumnas Way Halim, Kecamatan Way Halim",,-5.3739554,105.2765872,['rumah wisata'],5.0,1.0,,https://www.google.com/maps/search/?api=1&query=upii&query_place_id=chijwsi1gqdbqc4ra57xunojrzw,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Upii&query_place_id=ChIJwSI1GQDbQC4Ra57XunOjRzw,2026-07-13T02:43:11.442Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJPSEcLGjbQC4REfZ4antOg40,apify_google_maps,ChIJPSEcLGjbQC4REfZ4antOg40,Kandida House,kandida house,"Jl. Pulau Sangiang No.32, Sukarame, Kec. Sukarame, Kota Bandar Lampung, Lampung 35131, Indonesia",Kota Bandar Lampung,"Sukarame, Kecamatan Sukarame",,-5.386457,105.298834,"['rumah wisata', 'pusat belajar']",4.8,4.0,+6281398933314,https://www.google.com/maps/search/?api=1&query=kandida%20house&query_place_id=chijpseclgjbqc4refz4antog40,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Kandida%20House&query_place_id=ChIJPSEcLGjbQC4REfZ4antOg40,2026-07-13T02:43:12.714Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJi2QpCebbQC4RhscKdnLwfdE,apify_google_maps,ChIJi2QpCebbQC4RhscKdnLwfdE,"Villa_Rumah Kayoe , Private Resto",villa_rumah kayoe private resto,"Jl. Sultan H. No.80, Sepang Jaya, Kec. Kedaton, Kota Bandar Lampung, Lampung 35136, Indonesia",Kota Bandar Lampung,"Sepang Jaya, Kecamatan Kedaton",,-5.3733439,105.2663572,"['restoran', 'restoran ikan bakar', 'restoran indonesia', 'rumah wisata']",4.4,58.0,+6285766655165,https://www.google.com/maps/search/?api=1&query=villa_rumah%20kayoe%20%2c%20private%20resto&query_place_id=chiji2qpcebbqc4rhsckdnlwfde,,,,,,OPERATIONAL,"['Opsi layanan: Tempat duduk di area terbuka', 'Opsi layanan: Pesan antar', 'Opsi layanan: Bawa pulang', 'Opsi layanan: Makan di tempat', 'Keunggulan: Kopi enak', 'Keunggulan: Makanan pencuci mulut enak', 'Populer untuk: Makan siang', 'Populer untuk: Makan malam', 'Aksesibilitas: Toilet khusus pengguna kursi roda', 'Penawaran: Kopi', 'Penawaran: Makanan halal', 'Pilihan makan: Sarapan', 'Pilihan makan: Makan siang', 'Pilihan makan: Makan malam', 'Pilihan makan: Hidangan penutup', 'Pilihan makan: Tempat duduk', 'Pilihan makan: Layanan pesan di meja', 'Fasilitas: Toilet', 'Fasilitas: Wi-Fi', 'Fasilitas: Wi-Fi Gratis', 'Suasana: Nyaman', 'Suasana: Romantis', 'Suasana: Santai', 'Suasana: Tenang', 'Suasana: Trendi', 'Tipe pengunjung: Berkelompok', 'Tipe pengunjung: Ramah keluarga', 'Perencanaan: Menerima reservasi', 'Pembayaran: Kartu debit', 'Pembayaran: Kartu kredit', 'Pembayaran: Pembayaran seluler dengan NFC', 'Anak-anak: Cocok untuk anak-anak', 'Anak-anak: Kursi tinggi', 'Anak-anak: Menu anak', 'Parkir: Banyak tempat parkir', 'Parkir: Tempat parkir berbayar']",https://www.google.com/maps/search/?api=1&query=Villa_Rumah%20Kayoe%20%2C%20Private%20Resto&query_place_id=ChIJi2QpCebbQC4RhscKdnLwfdE,2026-07-13T02:43:13.458Z,rejected,1.0,['category_rejected'],Kategori utama 'Restoran' ditolak,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJSQzXabTbQC4RbUIJp8jBhik,apify_google_maps,ChIJSQzXabTbQC4RbUIJp8jBhik,Rumah Keluarga,rumah keluarga,"Jl. Durian II No.26, Durian Payung, Kec. Tj. Karang Pusat, Kota Bandar Lampung, Lampung 35116, Indonesia",Kota Bandar Lampung,"Durian Payung, Kecamatan Tanjung Karang Pusat",,-5.4207741,105.2491203,['rumah wisata'],,,,https://www.google.com/maps/search/?api=1&query=rumah%20keluarga&query_place_id=chijsqzxabtbqc4rbuijp8jbhik,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Rumah%20Keluarga&query_place_id=ChIJSQzXabTbQC4RbUIJp8jBhik,2026-07-13T02:43:26.492Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJi6GJ1FDbQC4RjOhTB5HQwhI,apify_google_maps,ChIJi6GJ1FDbQC4RjOhTB5HQwhI,FamilyHomeLampung2,familyhomelampung2,"Komplek BCA, Jl. Cut Nyak Dien No.16A, Durian Payung, Kec. Tj. Karang Pusat, Kota Bandar Lampung, Lampung 35116, Indonesia",Kota Bandar Lampung,"Durian Payung, Kecamatan Tanjung Karang Pusat",,-5.4173283,105.2463395,['rumah wisata'],5.0,9.0,+628117902055,https://www.google.com/maps/search/?api=1&query=familyhomelampung2&query_place_id=chiji6gj1fdbqc4rjohtb5hqwhi,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=FamilyHomeLampung2&query_place_id=ChIJi6GJ1FDbQC4RjOhTB5HQwhI,2026-07-13T02:43:26.492Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJD8omIvjbQC4RHG9fUfy1kFc,apify_google_maps,ChIJD8omIvjbQC4RHG9fUfy1kFc,Keluarga Besar Rasdar,keluarga besar rasdar,"H769+8G8, Gg. Akasia, Kupang Teba, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung, Indonesia",Kota Bandar Lampung,"Kupang Teba, Kecamatan Teluk Betung Utara",,-5.4392102,105.2688147,['rumah wisata'],5.0,1.0,,https://www.google.com/maps/search/?api=1&query=keluarga%20besar%20rasdar&query_place_id=chijd8omivjbqc4rhg9fufy1kfc,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Keluarga%20Besar%20Rasdar&query_place_id=ChIJD8omIvjbQC4RHG9fUfy1kFc,2026-07-13T02:43:26.552Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJ5_W9ImzbQC4RJc0sRxe-HCk,apify_google_maps,ChIJ5_W9ImzbQC4RJc0sRxe-HCk,Paksi Homestay Lampung,paksi homestay,"Jl. Way Mesuji No.53, Pahoman, Engal, Kota Bandar Lampung, Lampung 35226, Indonesia",Kota Bandar Lampung,"Pahoman, Engal",,-5.4263447,105.2741036,['rumah wisata'],4.9,28.0,+6281369114500,https://www.google.com/maps/search/?api=1&query=paksi%20homestay%20lampung&query_place_id=chij5_w9imzbqc4rjc0srxe-hck,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Paksi%20Homestay%20Lampung&query_place_id=ChIJ5_W9ImzbQC4RJc0sRxe-HCk,2026-07-13T02:43:27.473Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJTa1wYqjbQC4ReZv8l-C9EZY,apify_google_maps,ChIJTa1wYqjbQC4ReZv8l-C9EZY,Rumah Manda,rumah manda,"H74C+XQW, Gg. Palm, Kupang Teba, Kec. Tlk. Betung Utara, Kota Bandar Lampung, Lampung, Indonesia",Kota Bandar Lampung,"Kupang Teba, Kecamatan Teluk Betung Utara",,-5.4425243,105.2719433,['rumah wisata'],,,,https://www.google.com/maps/search/?api=1&query=rumah%20manda&query_place_id=chijta1wyqjbqc4rezv8l-c9ezy,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Rumah%20Manda&query_place_id=ChIJTa1wYqjbQC4ReZv8l-C9EZY,2026-07-13T02:43:27.473Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJ0VskZIDRQC4RvcihgwxohjI,apify_google_maps,ChIJ0VskZIDRQC4RvcihgwxohjI,Keluarga cemara,keluarga cemara,"Jl. Makam gunung wetan No.43, RT.04, Pinang Jaya, Kec. Kemiling, Kota Bandar Lampung, Lampung 35158, Indonesia",Kota Bandar Lampung,"Pinang Jaya, Kecamatan Kemiling",,-5.3925908,105.1995836,['rumah wisata'],5.0,1.0,,https://www.google.com/maps/search/?api=1&query=keluarga%20cemara&query_place_id=chij0vskzidrqc4rvcihgwxohji,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Keluarga%20cemara&query_place_id=ChIJ0VskZIDRQC4RvcihgwxohjI,2026-07-13T02:43:30.996Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJEap1YKrbQC4RYB7RM_nhpos,apify_google_maps,ChIJEap1YKrbQC4RYB7RM_nhpos,Kost Pak Ismail Pagar Alam,kost pak ismail pagar alam,"Jl. Pagar Alam No.85, Kedaton, Kec. Kedaton, Kota Bandar Lampung, Lampung 35132, Indonesia",Kota Bandar Lampung,"Kedaton, Kecamatan Kedaton",,-5.3864949,105.2521703,['rumah wisata'],5.0,4.0,+6289661177822,https://www.google.com/maps/search/?api=1&query=kost%20pak%20ismail%20pagar%20alam&query_place_id=chijeap1ykrbqc4ryb7rm_nhpos,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Kost%20Pak%20Ismail%20Pagar%20Alam&query_place_id=ChIJEap1YKrbQC4RYB7RM_nhpos,2026-07-13T02:43:38.286Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJ01kbIw_bQC4RpsjbAz6v9KQ,apify_google_maps,ChIJ01kbIw_bQC4RpsjbAz6v9KQ,Sewa Rumah Harian Homestay Lampung (Kapasitas 15 orang),sewa rumah harian homestay kapasitas 15 orang,"Gg. Banten, Sidodadi, Kec. Kedaton, Kota Bandar Lampung, Lampung 35132, Indonesia",Kota Bandar Lampung,"Sidodadi, Kecamatan Kedaton",,-5.3909933,105.2611533,['rumah wisata'],5.0,8.0,+6285789935942,https://www.google.com/maps/search/?api=1&query=sewa%20rumah%20harian%20homestay%20lampung%20(kapasitas%2015%20orang)&query_place_id=chij01kbiw_bqc4rpsjbaz6v9kq,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Sewa%20Rumah%20Harian%20Homestay%20Lampung%20(Kapasitas%2015%20orang)&query_place_id=ChIJ01kbIw_bQC4RpsjbAz6v9KQ,2026-07-13T02:43:39.547Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJl-StOmnbQC4RxtFYcCL5U40,apify_google_maps,ChIJl-StOmnbQC4RxtFYcCL5U40,Rumah Kediaman Adenan,rumah kediaman adenan,"J755+286, Jl. Kangguru, Sidodadi, Kec. Kedaton, Kota Bandar Lampung, Lampung 35123, Indonesia",Kota Bandar Lampung,"Sidodadi, Kecamatan Kedaton",,-5.3924516,105.258275,['rumah wisata'],5.0,3.0,,https://www.google.com/maps/search/?api=1&query=rumah%20kediaman%20adenan&query_place_id=chijl-stomnbqc4rxtfyccl5u40,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Rumah%20Kediaman%20Adenan&query_place_id=ChIJl-StOmnbQC4RxtFYcCL5U40,2026-07-13T02:43:39.547Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJSTmpQsjbQC4Rmk0ucaJvvjs,apify_google_maps,ChIJSTmpQsjbQC4Rmk0ucaJvvjs,Kos Kosan Adum,kos kosan adum,"Jl. Gn. Merbabu No.106, Perumnas Way Halim, Kec. Way Halim, Kota Bandar Lampung, Lampung 35132, Indonesia",Kota Bandar Lampung,"Perumnas Way Halim, Kecamatan Way Halim",,-5.3786209,105.2753691,"['rumah wisata', 'pondok']",4.3,8.0,,https://www.google.com/maps/search/?api=1&query=kos%20kosan%20adum&query_place_id=chijstmpqsjbqc4rmk0ucajvvjs,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Kos%20Kosan%20Adum&query_place_id=ChIJSTmpQsjbQC4Rmk0ucaJvvjs,2026-07-13T02:43:42.083Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJyRvP5mTQQC4RUzL_ppPJkYg,apify_google_maps,ChIJyRvP5mTQQC4RUzL_ppPJkYg,Gevariel Axello Home,gevariel axello home,"Jl. Bukit Punggur No.25, WANA ASRI, Kec. Kemiling, Kota Bandar Lampung, Lampung 33154, Indonesia",Kota Bandar Lampung,"WANA ASRI, Kecamatan Kemiling",,-5.4023552,105.2023878,"['panti sosial', 'rumah wisata']",4.3,262.0,+6281291000168,https://www.google.com/maps/search/?api=1&query=gevariel%20axello%20home&query_place_id=chijyrvp5mtqqc4ruzl_pppjkyg,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Gevariel%20Axello%20Home&query_place_id=ChIJyRvP5mTQQC4RUzL_ppPJkYg,2026-07-13T02:43:44.567Z,manual_review,0.5,[],Kategori 'Panti Sosial' tidak terklasifikasi secara otomatis,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJL0Dn5aDbQC4RaAu6WAhv0yw,apify_google_maps,ChIJL0Dn5aDbQC4RaAu6WAhv0yw,Red Doors Apip Homestay,red doors apip homestay,"Jl. ZA. Pagar Alam No.2, Labuhan Ratu, Kec. Kedaton, Kota Bandar Lampung, Lampung 35132, Indonesia",Kota Bandar Lampung,"Labuhan Ratu, Kecamatan Kedaton",,-5.3820022,105.2581859,['rumah wisata'],5.0,3.0,,https://www.google.com/maps/search/?api=1&query=red%20doors%20apip%20homestay&query_place_id=chijl0dn5adbqc4raau6wahv0yw,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Red%20Doors%20Apip%20Homestay&query_place_id=ChIJL0Dn5aDbQC4RaAu6WAhv0yw,2026-07-13T02:43:46.712Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJh2HL0ejbQC4RQFy0_HbSH7g,apify_google_maps,ChIJh2HL0ejbQC4RQFy0_HbSH7g,Heys Kost dan Kios,heys kost dan kios,"Jl. Pagar Alam No.173, Segala Mider, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35111, Indonesia",Kota Bandar Lampung,"Segala Mider, Kecamatan Tanjung Karang Barat",,-5.3852707,105.2541894,['rumah wisata'],5.0,8.0,+6282373083939,https://www.google.com/maps/search/?api=1&query=heys%20kost%20dan%20kios&query_place_id=chijh2hl0ejbqc4rqfy0_hbsh7g,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Heys%20Kost%20dan%20Kios&query_place_id=ChIJh2HL0ejbQC4RQFy0_HbSH7g,2026-07-13T02:43:46.713Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJrZoLfwDbQC4Rnx9CxzLiu9Q,apify_google_maps,ChIJrZoLfwDbQC4Rnx9CxzLiu9Q,T kos & guest house,t kos guest house,"Jl. Pagar Alam No.84, Segala Mider, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35132, Indonesia",Kota Bandar Lampung,"Segala Mider, Kecamatan Tanjung Karang Barat",,-5.3857418,105.2475863,['rumah wisata'],2.6,5.0,,https://www.google.com/maps/search/?api=1&query=t%20kos%20%26%20guest%20house&query_place_id=chijrzolfwdbqc4rnx9cxzliu9q,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=T%20kos%20%26%20guest%20house&query_place_id=ChIJrZoLfwDbQC4Rnx9CxzLiu9Q,2026-07-13T02:43:46.713Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJORle8NfbQC4RQkflJQK80P0,apify_google_maps,ChIJORle8NfbQC4RQkflJQK80P0,Bahrin Homestay Lampung,bahrin homestay,"Jl. Pagar Alam Gg. Ulangan III No.18, Segala Mider, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35152, Indonesia",Kota Bandar Lampung,"Segala Mider, Kecamatan Tanjung Karang Barat",,-5.3901574,105.2410415,['rumah wisata'],5.0,16.0,+628127221919,https://www.google.com/maps/search/?api=1&query=bahrin%20homestay%20lampung&query_place_id=chijorle8nfbqc4rqkfljqk80p0,,,,,,OPERATIONAL,['Amenities: Wi-Fi gratis'],https://www.google.com/maps/search/?api=1&query=Bahrin%20Homestay%20Lampung&query_place_id=ChIJORle8NfbQC4RQkflJQK80P0,2026-07-13T02:43:46.990Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
apify_google_maps_ChIJmRSo7T_bQC4RdHjtlSlLhmQ,apify_google_maps,ChIJmRSo7T_bQC4RdHjtlSlLhmQ,Firas f 3,firas f 3,"Perum Grak Alam blok f no 3, Gn. Terang, Kec. Tj. Karang Bar., Kota Bandar Lampung, Lampung 35152, Indonesia",Kota Bandar Lampung,"Gunung Terang, Kecamatan Tanjung Karang Barat",,-5.3851236,105.2430341,['rumah wisata'],,,+6285789551888,https://www.google.com/maps/search/?api=1&query=firas%20f%203&query_place_id=chijmrso7t_bqc4rdhjtlsllhmq,,,,,,OPERATIONAL,[],https://www.google.com/maps/search/?api=1&query=Firas%20f%203&query_place_id=ChIJmRSo7T_bQC4RdHjtlSlLhmQ,2026-07-13T02:43:46.990Z,rejected,1.0,['category_rejected'],Kategori utama 'Rumah wisata' teridentifikasi sebagai penginapan/akomodasi,,,data/raw/apify/google_maps/bandar_lampung/2026-07-13/places.json,bandar_lampung
